Order,Family,genus_species,Origin,year,Intentional_Release,In the wild,established_indoors_or_outdoors,source
Hemiptera,Aphididae,"Tinocallis nevskyi RemaudiÂre, Quednau & Heie, 1988",Asia- Temperate,1978,0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,"Tinocallis saltans (Nevsky, 1929)",Asia- Temperate,1976,0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,Tinocallis takachihoensis  Higuchi 1972,Asia- Temperate,1985,0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,"Tinocallis ulmiparvifoliae Matsumura, 1919",Asia- Temperate,1973,0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,"Tinocallis zelkowae (Takahashi, 1919)",Asia- Temperate,1973,0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,Toxoptera aurantii Boyer de Fonscolombe 1841,"Tropical, subtropical",1841,0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,Toxoptera citricidus Kirkaldy 1906,"Tropical, subtropical",1994,0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,"Trichosiphonaphis polygonifoliae (Shinji, 1944)",Asia- Temperate,1990,0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,"Tuberculatus kuricola (Matsumura, 1917)",Asia- Temperate,1981,0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,"Uroleucon erigeronense (Thomas, 1878)",North America,1952,0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,"Uroleucon pseudoambrosiae (Olive, 1963)",North America,<2004,0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,"Utamphorophora humboldti (Essig, 1941)",North America,1974,0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,"Wahlgreniella arbuti (Davidson, 1910)",North America,1905,0,yes,Out,"Roques, 2020"
Hemiptera,Aphididae,"Wahlgreniella nervata (Gillette, 1908)",North America,1973,0,yes,Out,"Roques, 2020"
Hemiptera,Asterolecaniidae,"Bambusaspis bambusae (Boisduval, 1869)",Asia-Tropical,1941,0,yes,Out,"Roques, 2020"
Hemiptera,Asterolecaniidae,"Palmaspis degenerata (Russell, 1941)",south america,2009,0,yes,Out,"Roques, 2020"
Hemiptera,Cicadellidae,Arboridia kakogawana,Far East,2000,0,yes,Out,"Roques, 2020"
Hemiptera,Cicadellidae,Arboridia kakogawana (Matsumura),Japan,2000,0,yes,Out,"Roques, 2020"
Hemiptera,Cicadellidae,Balclutha brevis,Africa,2007,0,yes,Out,"Roques, 2020"
Hemiptera,Cicadellidae,"Erythroneura vulnerata (Fitch, 1851)",North America,2004,0,yes,Out,"Roques, 2020"
Hemiptera,Cicadellidae,"Graphocephala fennahi Young, 1977",North America,1933,0,yes,Out,"Roques, 2020"
Hemiptera,Cicadellidae,Hishimonus hamatus kuoh 1976,"East Palearctic (China, Korea, Japan)",2013,0,yes,Out,"Roques, 2020"
Hemiptera,Cicadellidae,"Hishimonus sellatus (Uhler, 1896)",East Asia,2007,0,yes,Out,"Roques, 2020"
Hemiptera,Cicadellidae,"Igutettix oculatus (Lindberg, 1929)",East Asia,1984,0,yes,Out,"Roques, 2020"
Hemiptera,Cicadellidae,"Japananus hyalinus (Osbom, 1900)",East Asia,1942,0,yes,Out,"Roques, 2020"
Hemiptera,Cicadellidae,"Kyboasca maligna (Walsh, 1862)",North America,1997,0,yes,Out,"Roques, 2020"
Hemiptera,Cicadellidae,"Macropsis elaeagni Emeljanov, 1964",Asia (Caucasus),1982,0,yes,Out,"Roques, 2020"
Hemiptera,Cicadellidae,"Orientus ishidae (Matsumura, 1902)",East Asia,2002,0,yes,Out,"Roques, 2020"
Hemiptera,Cicadellidae,"Penestragania apicalis (Osborn & Ball, 1898)",North America,2010,0,yes,Out,"Roques, 2020"
Hemiptera,Cicadellidae,Penthimiola bella,Africa Tropical,2012,0,yes,Out,"Roques, 2020"
Hemiptera,Cicadellidae,"Scaphoideus titanus Ball, 1932",North America,1958,0,yes,Out,"Roques, 2020"
Hemiptera,Cicadellidae,"Siphonia orientalis (Matsumura, 1912)",Pakistan to Japan,2000,0,yes,Out,"Roques, 2020"
Hemiptera,Cicadellidae,Vilbasteana oculata (Lindberg),Far Eastern Russia,1988,0,yes,Out,"Roques, 2020"
Hemiptera,Coccidae,"Ceroplastes ceriferus (Fabricius, 1798)",Central-America,1921,0,yes,Out,"Roques, 2020"
Hemiptera,Coccidae,"Ceroplastes floridensis Comstock, 1881",South-America,1930,0,yes,Out,"Roques, 2020"
Hemiptera,Coccidae,"Ceroplastes japonicus Green, 1921",Asia-Tropical,1930,0,yes,Out,"Roques, 2020"
Hemiptera,Coccidae,Ceroplastes sinensis Del Guercio  1900,Central-America,1890,0,yes,Out,"Roques, 2020"
Hemiptera,Coccidae,"Coccus hesperidum Linnaeus, 1758",Tropical/subtropical,1829,0,yes,Out,"Roques, 2020"
Hemiptera,Coccidae,"Coccus longulus (Douglas, 1887)",Tropical/subtropical,2001,0,yes,Out,"Roques, 2020"
Hemiptera,Coccidae,"Coccus pseudohesperidum (Cockerell, 1895)",Southern-America,1920,0,yes,Out,"Roques, 2020"
Hemiptera,Coccidae,"Coccus pseudomagnoliarum (Kuwana, 1914)",Asia-Tropical,1974,0,yes,Out,"Roques, 2020"
Hemiptera,Coccidae,Crisicoccus pini,asia,2006,0,yes,Out,"Roques, 2020"
Hemiptera,Coccidae,"Cryptinglisia lounsburyi (Cockerell, 1900)",Afrotropical,1982,0,yes,Out,"Roques, 2020"
Hemiptera,Coccidae,"Eucalymnatus tessellatus (Signoret, 1873)",Southern-America,1932,0,yes,Out,"Roques, 2020"
Hemiptera,Coccidae,"Eulecanium excresens Ferris, 1920",Northern-America,1998,0,yes,Out,"Roques, 2020"
Hemiptera,Coccidae,"Neopulvinaria innumerabilis  (Rathvon, 1880)",Northern-America,1961,0,yes,Out,"Roques, 2020"
Hemiptera,Coccidae,"Parasaissetia nigra  (Nietner, 1861)",Afrotropical,1900,0,yes,Out,"Roques, 2020"
Hemiptera,Coccidae,"Parthenolecanium fletcheri (Cockerell, 1893)",Northern-America,1935,0,yes,Out,"Roques, 2020"
Hemiptera,Coccidae,"Protopulvinaria pyriformis (Cockerell, 1894)",Asia-Tropical,1991,0,yes,Out,"Roques, 2020"
Hemiptera,Coccidae,"Pulvinaria floccifera (Westwood, 1870)",Asia-Temperate,1889,0,yes,Out,"Roques, 2020"
Hemiptera,Coccidae,"Pulvinaria horii Kuwana, 1902",Asia-Temperate/Japan,1969,0,yes,Out,"Roques, 2020"
Hemiptera,Coccidae,"Pulvinaria hydrangeae (Steinweden, 1946)",Northern-America,1955,0,yes,Out,"Roques, 2020"
Hemiptera,Coccidae,"Pulvinaria psidii Maskell, 1893",Tropical/subtropical,1928,0,yes,Out,"Roques, 2020"
Hemiptera,Coccidae,"Pulvinaria regalis Canard, 1968",Asia-temperate,1968,0,yes,Out,"Roques, 2020"
Hemiptera,Coccidae,"Pulvinariella mesembryanthemi (Vallot, 1830)",Afrotropical/South Africa,1829,0,yes,Out,"Roques, 2020"
Hemiptera,Coccidae,"Saissetia coffeae (Walker, 1852)",Afrotropical,1867,0,yes,Out,"Roques, 2020"
Hemiptera,Coccidae,"Saissetia oleae (Olivier, 1791)",Afrotropical,1791,0,yes,Out,"Roques, 2020"
Hemiptera,Coccidae,Takahashia japonica,Far East Asia,2017,0,yes,Out,"Roques, 2020"
Hemiptera,Coccidae,Toumeyella parvicornis,north America,2014,0,yes,Out,"Roques, 2020"
Hemiptera,Coreidae,"Leptoglossus occidentalis Heidemann, 1910",North America,1999,0,yes,Out,"Roques, 2020"
Hemiptera,Corixidae,"Trichocorixa verticalis (Fieber, 1851)",North America,1997,0,yes,Out,"Roques, 2020"
Hemiptera,Cydnidae,Macroscytus subaeneus,Tropical Asia,2015,0,yes,Out,"Lis, 2019"
Hemiptera,Dactylopiidae,"Dactylopius coccus Costa, 1829",Central-America,1827,1,yes,Out,"Roques, 2020"
Hemiptera,Dactylopiidae,Dactylopius opuntiae,C & S America,2017,0,yes,Out,"Roques, 2020"
Hemiptera,Delphacidae,"Prokelisia marginata (Van Duzee,1897)",North America,2003,0,yes,Out,"Roques, 2020"
Hemiptera,Diaspididae,"Abgrallaspis cyanophylli (Signoret, 1869)",Cryptogenic,1868,0,yes,Out,"Roques, 2020"
Hemiptera,Diaspididae,"Aonidiella aurantii (Maskell, 1879)",Asia-Tropical/China,1881,0,yes,Out,"Roques, 2020"
Hemiptera,Diaspididae,"Aonidiella citrina (Coquillett, 1891)",Asia-tropical,1994,0,yes,Out,"Roques, 2020"
Hemiptera,Diaspididae,Aonidiella taxus Leonardi 1906,Asia-tropical,1906,0,yes,Out,"Roques, 2020"
Hemiptera,Diaspididae,"Aonidiella tinerfensis (Lindinger, 1911)",Africa/Canary Islands,1936,0,yes,Out,"Roques, 2020"
Hemiptera,Diaspididae,Aspidiotus destructor Signoret 1869,cryptogenic,1898,0,no,In,"Roques, 2020"
Hemiptera,Diaspididae,"Aspidiotus nerii (BouchÅ½, 1833)",Afrotropical,1829,0,yes,Out,"Roques, 2020"
Hemiptera,Diaspididae,"Aulacaspis tubercularis Newstead, 1906",Cryptogenic,1990,0,yes,Out,"Roques, 2020"
Hemiptera,Diaspididae,"Chrysomphalus aonidum (Linnaeus, 1758)",Southern-America,1895,0,yes,Out,"Roques, 2020"
Hemiptera,Diaspididae,"Chrysomphalus dictyospermi (Morgan, 1889)",Asia-Tropical,1896,0,yes,Out,"Roques, 2020"
Hemiptera,Diaspididae,"Chrysomphalus pinnulifer (Maskell, 1891)",Cryptogenic,1957,0,yes,Out,"Roques, 2020"
Hemiptera,Diaspididae,"Comstockiella sabalis (Comstock, 1883)",Northern-America,2005,0,yes,Out,"Roques, 2020"
Hemiptera,Diaspididae,"Diaspidiotus osborni (Newell & Cockerell, 1898)",Northern-America,1979,0,yes,Out,"Roques, 2020"
Hemiptera,Diaspididae,"Diaspidiotus perniciosus (Comstock, 1881)",Asia-temperate/China,1928,0,yes,Out,"Roques, 2020"
Hemiptera,Diaspididae,Diaspidiotus uvae (Comstock 1881),Northern-America,1944,0,yes,Out,"Roques, 2020"
Hemiptera,Diaspididae,Diaspis boisduvalii Signoret 1869,Southern-America,1868,0,yes,Out,"Roques, 2020"
Hemiptera,Diaspididae,"Diaspis bromeliae (Kerner, 1778)",Southern-America,1868,0,yes,Out,"Roques, 2020"
Hemiptera,Diaspididae,"Diaspis echinocacti (BouchÅ½, 1833)",Central-America,1827,0,yes,Out,"Roques, 2020"
Hemiptera,Diaspididae,"Dynaspidiotus regnieri (Balachowsky, 1928)",North Africa,2012,0,yes,Out,"Roques, 2020"
Hemiptera,Diaspididae,"Entaspidiotus lounsburyi (Marlatt, 1908)",Afrotropical/South Africa,1999,0,yes,Out,"Roques, 2020"
Hemiptera,Diaspididae,"Eulepidosaphes pyriformis (Maskell, 1897)",Afrotropical/South Africa,1985,0,yes,Out,"Roques, 2020"
Hemiptera,Diaspididae,"Fiorinia fioriniae (Targioni Tozzetti, 1867)",Asia-Tropical,1867,0,yes,Out,"Roques, 2020"
Hemiptera,Diaspididae,"Fiorinia pinicola Maskell, 1897",Asia-Tropical,1952,0,yes,Out,"Roques, 2020"
Hemiptera,Diaspididae,"Furchadaspis zamiae (Morgan, 1890)",Afrotropical,1895,0,yes,Out,"Roques, 2020"
Hemiptera,Diaspididae,"Gymnaspis aechmeae Newstead, 1898",Cryptogenic,1898,0,yes,Out,"Roques, 2020"
Hemiptera,Diaspididae,"Hemiberlesia lataniae (Signoret, 1869)",Cryptogenic,1869,0,yes,Out,"Roques, 2020"
Hemiptera,Diaspididae,"Hemiberlesia palmae (Cockerell, 1892)",Southern-America,1958,0,yes,Out,"Roques, 2020"
Hemiptera,Diaspididae,"Hemiberlesia rapax (Comstock, 1881)",Cryptogenic,1881,0,yes,Out,"Roques, 2020"
Hemiptera,Diaspididae,"Howardia biclavis (Comstock, 1883)",Cryptogenic,1896,0,yes,Out,"Roques, 2020"
Hemiptera,Diaspididae,"Ischnaspis longirostris (Signoret, 1882)",Cryptogenic,1954,0,yes,Out,"Roques, 2020"
Hemiptera,Diaspididae,"Kuwanaspis pseudoleucaspis Kuwana, 1923",Asia-temperate/China Japan,1900,0,yes,Out,"Roques, 2020"
Hemiptera,Diaspididae,"Lepidosaphes beckii (Newman, 1869)",Cryptogenic,1850,0,yes,Out,"Roques, 2020"
Hemiptera,Diaspididae,"Lepidosaphes gloverii (Packard, 1869)",Cryptogenic,1884,0,yes,Out,"Roques, 2020"
Hemiptera,Diaspididae,"Leucaspis podocarpi (Green, 1929)",Australasia/New-Zealand,1985,0,yes,Out,"Roques, 2020"
Hemiptera,Diaspididae,"Lindingaspis rossi (Maskell, 1891)",Australasia/Australia,1942,0,yes,Out,"Roques, 2020"
Hemiptera,Diaspididae,"Lopholeucaspis cockerelli  (GrandprÅ½ & Charmoy, 1899)",Cryptogenic,1908,0,no,In,"Roques, 2020"
Hemiptera,Diaspididae,Lopholeucaspis japonica Cockerell,Asia,2009,0,yes,Out,"Roques, 2020"
Hemiptera,Diaspididae,"Oceanaspidiotus spinosus (Comstock, 1883)",Cryptogenic,1890,0,yes,Out,"Roques, 2020"
Hemiptera,Diaspididae,"Odonaspis greenii (Cockerell, 1902)",Asia-Tropical,1963,0,yes,Out,"Roques, 2020"
Hemiptera,Diaspididae,"Odonaspis secreta (Cockerell, 1896)",Asia-Tropical,1929,0,yes,Out,"Roques, 2020"
Hemiptera,Diaspididae,"Opuntaspis philococcus (Cockerell, 1893)",Southern-America,1929,0,yes,Out,"Roques, 2020"
Hemiptera,Diaspididae,"Parlatoria blanchardi Targioni Tozzetti, 1883",Arabian peninsula,1947,0,yes,Out,"Roques, 2020"
Hemiptera,Diaspididae,"Parlatoria camelliae Comstock, 1883",Asia-Tropical,1903,0,yes,Out,"Roques, 2020"
Hemiptera,Diaspididae,"Parlatoria crotonis Douglas, 1867",Cryptogenic,1887,0,no,In,"Roques, 2020"
Hemiptera,Diaspididae,Parlatoria pergandii Comstock 1881,Cryptogenic,1899,0,yes,Out,"Roques, 2020"
Hemiptera,Diaspididae,"Parlatoria proteus (Curtis, 1843)",Cryptogenic,1939,0,yes,Out,"Roques, 2020"
Hemiptera,Diaspididae,"Parlatoria theae Cockerell, 1896",Cryptogenic,1953,0,yes,Out,"Roques, 2020"
Hemiptera,Diaspididae,"Parlatoria ziziphi (Lucas, 1853)",Asia-Tropical,1853,0,yes,Out,"Roques, 2020"
Hemiptera,Diaspididae,"Pinnaspis aspidistrae (Signoret, 1869)",Asia-Tropical,1868,0,no,In,"Roques, 2020"
Hemiptera,Diaspididae,"Pinnaspis buxi (BouchÅ½, 1851)",Cryptogenic,1851,0,no,In,"Roques, 2020"
Hemiptera,Diaspididae,"Pinnaspis strachani (Cooley, 1899)",Cryptogenic,1988,0,no,In,"Roques, 2020"
Hemiptera,Diaspididae,"Poliaspis cycadis Comstock, 1833",Asia-tropical,2007,0,no,In,"Roques, 2020"
Hemiptera,Diaspididae,"Pseudaonidia paeoniae (Cockerell, 1899)",Asia-Tropical,1949,0,no,In,"Roques, 2020"
Hemiptera,Diaspididae,"Pseudaulacaspis cockerelli (Cooley, 1897)",Asia-Tropical,1992,0,no,In,"Roques, 2020"
Hemiptera,Diaspididae,"Pseudaulacaspis pentagona  (Targioni Tozzetti, 1886)",Asia-Tropical?,1886,0,yes,Out,"Roques, 2020"
Hemiptera,Diaspididae,"Pseudoparlatoria ostreata Cockerell, 1892",Cryptogenic,1954,0,yes,Out,"Roques, 2020"
Hemiptera,Diaspididae,"Pseudoparlatoria parlatorioides  (Comstock, 1883)",Cryptogenic,1918,0,yes,Out,"Roques, 2020"
Hemiptera,Diaspididae,"Rutherfordia major (Cockerell, 1894)",Cryptogenic,2002,0,yes,Out,"Roques, 2020"
Hemiptera,Diaspididae,"Selenaspidus albus McKenzie, 1953",Afrotropical/South Africa,1991,0,yes,Out,"Roques, 2020"
Hemiptera,Diaspididae,"Umbaspis regularis (Newstead, 1911)",Afrotropical,1990,0,yes,Out,"Roques, 2020"
Hemiptera,Diaspididae,"Unaspis euonymi (Comstock, 1881)",Asia-Temperate/Eastern Asia,1884,0,yes,Out,"Roques, 2020"
Hemiptera,Diaspididae,"Unaspis yanonensis (Kuwana, 1923)",Asia-Tropical,1969,0,yes,Out,"Roques, 2020"
Hemiptera,Eriococcidae,"Eriococcus araucariae Maskell, 1879",Australasia/Australia,1895,0,yes,Out,"Roques, 2020"
Hemiptera,Eriococcidae,"Eriococcus coccineus Cockerell, 1894",Northern-America,1930,0,yes,Out,"Roques, 2020"
Hemiptera,Eriococcidae,"Ovaticoccus agavium (Douglas, 1888)",Northern-America,1888,0,yes,Out,"Roques, 2020"
Hemiptera,Flatidae,"Metcalfa pruinosa (Say, 1830)",North America,1970,0,yes,Out,"Roques, 2020"
Hemiptera,Lygaeidae,"Belonochilus numenius (Say, 1831)",North America,2008,0,yes,Out,"Roques, 2020"
Hemiptera,Lygaeidae,"Nysius huttoni F.B.White, 1878",New Zealand,2002,0,yes,Out,"Roques, 2020"
Hemiptera,Margarodidae,"Icerya formicarum Newsteadt, 1897",Asia-Tropical,2001,0,yes,Out,"Roques, 2020"
Hemiptera,Margarodidae,"Icerya purchasi (Maskell, 1879)",Australasia/Australia,1900,0,yes,Out,"Roques, 2020"
Hemiptera,Margarodidae,"Icerya seychellarum (Westwood, 1855)",Australasia/Australia,2006,0,yes,Out,"Roques, 2020"
Hemiptera,Membracidae,"Stictocephala bisonia Kopp & Yonke, 1977",North America,1912,0,yes,Out,"Roques, 2020"
Hemiptera,Miridae,"Blepharidopterus chlorionis (Say, 1832)",North America,2011,0,yes,Out,"Roques, 2020"
Hemiptera,Miridae,"Fulvius borgesi ChÅ½rot, J. Ribes & Gorczyca, 2006",South America,2003,0,yes,Out,"Roques, 2020"
Hemiptera,Miridae,"Nesidiocoris tenuis (Reuter, 1895)",Pantropical,"NA",0,yes,Out,"Roques, 2020"
Hemiptera,Miridae,"Taylorilygus apicalis (Fieber, 1861)",Pantropical,"NA",0,yes,Out,"Roques, 2020"
Hemiptera,Miridae,"Tropidosteptes pacificus Van Duzee, 1921",North America,2007,0,yes,Out,"Roques, 2020"
Hemiptera,Miridae,"Tupiocoris rhododendri (Dolling, 1972)",North America,1971,0,yes,Out,"Roques, 2020"
Hemiptera,Ortheziidae,"Insignorthezia insignis (Browne, 1997)",Southerrn-America,1925,0,yes,Out,"Roques, 2020"
Hemiptera,Ortheziidae,Nipponorthezinella guadalcanalia (Morrison),Asia- Tropical,2009,0,yes,Out,"Roques, 2020"
Hemiptera,Pentatomidae,Erthesina fullo,Asia,2017,0,yes,Out,"Lupoli, 2020"
Hemiptera,Pentatomidae,"Halyomorpha halys (StÅ’l, 1855)",East Asia,2007,0,yes,Out,"Roques, 2020"
Hemiptera,Pentatomidae,"Perillus bioculatus (Fabricius, 1775)",North America,1992,1,yes,Out,"Roques, 2020"
Hemiptera,Phoenicoccocidae,"Phoenicococcus marlatti (Cockerell, 1899)",North Africa,1930,0,yes,Out,"Roques, 2020"
Hemiptera,Phylloxeridae,"Moritziella corticalis (Kaltenbach, 1867)",Cryptogenic,1970,0,yes,Out,"Roques, 2020"
Hemiptera,Phylloxeridae,"Viteus vitifoliae (Fitch, 1855)",North America,1860,0,yes,Out,"Roques, 2020"
Hemiptera,Pseudococcidae,"Antonina crawi Cockerell, 1900",Asia-Tropical,1937,0,yes,Out,"Roques, 2020"
Hemiptera,Pseudococcidae,"Antonina graminis (Maskell, 1897)",Asia-Tropical,1992,0,yes,Out,"Roques, 2020"
Hemiptera,Pseudococcidae,"Antonina pretiosa Ferris, 1953",Asia-Tropical,2012,0,yes,Out,"Roques, 2020"
Hemiptera,Pseudococcidae,"Antonina socialis Newstead, 1901",Asia-Tropical,2011,0,yes,Out,"Roques, 2020"
Hemiptera,Pseudococcidae,"Balanococcus diminutus (Leonardi, 1918)",Australasia/Australia,1918,0,no,In,"Roques, 2020"
Hemiptera,Pseudococcidae,Balanococcus kwoni Pellizzari & Danzig 2007,Asia,1998,0,yes,Out,"Roques, 2020"
Hemiptera,Pseudococcidae,"Chaetococcus bambusae (Maskell, 1892)",Asia-Tropical,1990,0,yes,Out,"Roques, 2020"
Hemiptera,Pseudococcidae,"Chorizococcus rostellum (Lobdell, 1930)",Northern-America,1979,0,yes,Out,"Roques, 2020"
Hemiptera,Pseudococcidae,Delottococcus aberiae (De Lotto),Sus saharian Africa,2009,0,yes,Out,"Roques, 2020"
Hemiptera,Pseudococcidae,"Delottococcus euphorbiae (Ezzat & McConnell, 1956)",Afrotropical/South Africa,1977,0,yes,Out,"Roques, 2020"
Hemiptera,Pseudococcidae,"Dysmicoccus boninsis (Kuwana, 1909)",Cryptogenic,1938,0,yes,Out,"Roques, 2020"
Hemiptera,Pseudococcidae,"Dysmicoccus brevipes (Cockerell, 1893)",Central-America,1933,0,no,In,"Roques, 2020"
Hemiptera,Pseudococcidae,"Dysmicoccus grassii (Leonardi, 1913)",Central-America,1913,0,yes,Out,"Roques, 2020"
Hemiptera,Pseudococcidae,Dysmicoccus mackienziei Beardsley 1965,Southern-America/Mexico,1989,0,yes,Out,"Roques, 2020"
Hemiptera,Pseudococcidae,Dysmicoccus neobrevipes Beardsley 1959,Southern-America,1988,0,yes,Out,"Roques, 2020"
Hemiptera,Pseudococcidae,"Ferrisia virgata (Cockerell, 1893)",Southern-America,1994,0,yes,Out,"Roques, 2020"
Hemiptera,Pseudococcidae,"Geococcus coffeae Green, 1933",Asia-Tropical,1967,0,yes,Out,"Roques, 2020"
Hemiptera,Pseudococcidae,"Hypogeococcus pungens Granara de Willink, 1981",Southern-America,1986,0,yes,Out,"Roques, 2020"
Hemiptera,Pseudococcidae,"Maconellicoccus hirsutus (Green, 1908)",Asia-Tropical,2010,0,yes,Out,"Roques, 2020"
Hemiptera,Pseudococcidae,"Nipaecoccus nipae (Maskell, 1893)",Central-America,1950,0,yes,Out,"Roques, 2020"
Hemiptera,Pseudococcidae,"Palmicultor palmarum (Ehrhorn, 1916)",Cryptogenic,2004,0,no,In,"Roques, 2020"
Hemiptera,Pseudococcidae,Paracoccus burnerae,Africa,2014,0,yes,Out,"Roques, 2020"
Hemiptera,Pseudococcidae,"Peliococcus serratus (Ferris, 1925)",Northern-America,1976,0,yes,Out,"Roques, 2020"
Hemiptera,Pseudococcidae,"Phenacoccus defectus Ferris, 1950",North america,2005,0,yes,Out,"Roques, 2020"
Hemiptera,Pseudococcidae,"Phenacoccus gossypii  Townsend & Cockerell, 1898",Northern-America,1946,0,yes,Out,"Roques, 2020"
Hemiptera,Pseudococcidae,"Phenacoccus madeirensis Green, 1923",Southern-America,1923,0,yes,Out,"Roques, 2020"
Hemiptera,Pseudococcidae,"Phenacoccus peruvianus Granara de Willink, 2007",Southern-America,1999,0,yes,Out,"Roques, 2020"
Hemiptera,Pseudococcidae,"Phenacoccus solani Ferris, 1918",Northern-America,1999,0,yes,Out,"Roques, 2020"
Hemiptera,Pseudococcidae,Phenacoccus solenopsis Tinsley,Northern-America,2010,0,yes,Out,"Roques, 2020"
Hemiptera,Pseudococcidae,"Planococcus citri (Risso, 1813)",Asia-Tropical,1813,0,yes,Out,"Roques, 2020"
Hemiptera,Pseudococcidae,"Planococcus halli Ezzat & McConnel, 1956",Cryptogenic,1989,0,yes,Out,"Roques, 2020"
Hemiptera,Pseudococcidae,"Pseudococcus calceolariae (Maskell, 1879)",Australasia/Australia,1914,0,yes,Out,"Roques, 2020"
Hemiptera,Pseudococcidae,"Pseudococcus cosmtocki (Kuwana, 1902)",Asia-Temperate,1989,0,yes,Out,"Roques, 2020"
Hemiptera,Pseudococcidae,"Pseudococcus longispinus (Targioni TozzettIT, 1868)",Australasia/Australia,1867,0,yes,Out,"Roques, 2020"
Hemiptera,Pseudococcidae,"Pseudococcus viburni (Signoret, 1875)",Northern-America,1875,0,yes,Out,"Roques, 2020"
Hemiptera,Pseudococcidae,Puto barberi (Cockerell),C & S America,2009,0,yes,Out,"Roques, 2020"
Hemiptera,Pseudococcidae,"Rhizoecus americanus (Hambleton, 1946)",Northern-America,1992,0,yes,Out,"Roques, 2020"
Hemiptera,Pseudococcidae,"Rhizoecus amorphophalli Betrem, 1940",Asia,2010,0,yes,Out,"Roques, 2020"
Hemiptera,Pseudococcidae,"Rhizoecus cacticans (Hambleton, 1946)",Southern-America,1961,0,yes,Out,"Roques, 2020"
Hemiptera,Pseudococcidae,"Rhizoecus dianthi Green, 1926",Australasia/Australia,1961,0,yes,Out,"Roques, 2020"
Hemiptera,Pseudococcidae,"Rhizoecus latus (Hambleton, 1946)",Southern-America,1995,0,yes,Out,"Roques, 2020"
Hemiptera,Pseudococcidae,"Spilococcus mamillariae (BouchÅ½, 1844)",Northern-America,1979,0,yes,Out,"Roques, 2020"
Hemiptera,Pseudococcidae,"Trionymus angustifrons Hall, 1926",Arabian peninsula,1966,0,yes,Out,"Roques, 2020"
Hemiptera,Pseudococcidae,"Trionymus bambusae (Green, 1922)",Asia tropical,2009,0,yes,Out,"Roques, 2020"
Hemiptera,Pseudococcidae,"Trochiscococcus speciosus (De Lotto, 1961)",Afrotropical,1990,0,no,In,"Roques, 2020"
Hemiptera,Pseudococcidae,"Vryburgia amaryllidis (BouchÅ½, 1837)",Afrotropical,1933,0,yes,Out,"Roques, 2020"
Hemiptera,Pseudococcidae,"Vryburgia brevicruris (McKenzie, 1960)",Afrotropical,1975,0,yes,Out,"Roques, 2020"
Hemiptera,Pseudococcidae,"Vryburgia rimariae Tranfaglia, 1981",Afrotropical/South Africa,1975,0,yes,Out,"Roques, 2020"
Hemiptera,Psyllidae,"Acizzia acaciaebaileyanae  (Froggatt, 1901)",Australia,1981,0,yes,Out,"Roques, 2020"
Hemiptera,Psyllidae,"Acizzia hollisi Burckhardt, 1981",Africa,1987,0,yes,Out,"Roques, 2020"
Hemiptera,Psyllidae,"Acizzia jamatonica (Kuwayama, 1908)",Western Asia,2001,0,yes,Out,"Roques, 2020"
Hemiptera,Psyllidae,"Acizzia uncatoides (Ferris & Klyver, 1932)",Australia,1974,0,yes,Out,"Roques, 2020"
Hemiptera,Psyllidae,"Blastopsylla occidentalis Taylor, 1985",Australia,2006,0,yes,Out,"Roques, 2020"
Hemiptera,Psyllidae,"Cacopsylla fulguralis (Kuwayama, 1908)",Western Asia,1999,0,yes,Out,"Roques, 2020"
Hemiptera,Psyllidae,"Cacopsylla pulchella (LÅ¡w, 1877)",Eastern Mediterranean,1964,0,yes,Out,"Roques, 2020"
Hemiptera,Psyllidae,"Ctenarytaina eucalypti  (Maskell, 1890)",Australia,1922,0,yes,Out,"Roques, 2020"
Hemiptera,Psyllidae,"Ctenarytaina peregrina Hodkinson, 2007",Australia,2006,0,yes,Out,"Roques, 2020"
Hemiptera,Psyllidae,"Ctenarytaina spatulata Taylor, 1967",Australia,2002,0,yes,Out,"Roques, 2020"
Hemiptera,Psyllidae,"Glycaspis brimblecombei (Moore, 1964)",Australia,2007,0,yes,Out,"Roques, 2020"
Hemiptera,Psyllidae,Macrohomotoma gladiata Kuwayama,Asia,2009,0,yes,Out,"Roques, 2020"
Hemiptera,Psyllidae,"Platycorypha nigrivirga Burckhardt, 1987",C & S America,2004,0,yes,Out,"Roques, 2020"
Hemiptera,Reduviidae,"Empicoris rubromaculatus (Blackburn, 1889)",Pantropical,"NA",0,yes,Out,"Roques, 2020"
Hemiptera,Reduviidae,"Ploiaria chilensis (Philippi, 1862)",Pantropical,"NA",0,yes,Out,"Roques, 2020"
Hemiptera,Reduviidae,"Zelus renardii (Kolenati, 1856)",North America,2010,0,yes,Out,"Roques, 2020"
Hemiptera,Ricaniidae,Ricania japonica,Asia,1998,0,yes,Out,"Roques, 2020"
