Order,Family,genus_species,Origin,year,Intentional_Release,In the wild,established_indoors_or_outdoors,source
Coleoptera,Elateridae,"Panspaeus guttatus Sharp, 1877",Australasia,1981,0,unknown,Out,"Roques, 2020"
Coleoptera,Endomychidae,"Holoparamecus caularum Aube, 1843",Cryptogenic,1937,0,yes,Out,"Roques, 2020"
Coleoptera,Endomychidae,"Holoparamecus depressus Curtis, 1833",Cryptogenic,1843,0,yes,Out,"Roques, 2020"
Coleoptera,Erirhinidae,Lissorhoptrus oryzophilus Kuschel 1952,North America,2004,0,yes,Out,"Roques, 2020"
Coleoptera,Erirhinidae,Stenopelmus rufinasus Gyllenhal 1835,North America,1900,0,yes,Out,"Roques, 2020"
Coleoptera,Erotylidae,"Dacne picta Crotch, 1873",Asia,1954,0,yes,Out,"Roques, 2020"
Coleoptera,Histeridae,"Bacanius punctiformis (LeConte, 1853)",North America,2014,0,yes,Out,"Roques, 2020"
Coleoptera,Histeridae,"Carcinops pumilio (Erichson, 1834)",Cryptogenic,1995,0,yes,Out,"Roques, 2020"
Coleoptera,Histeridae,"Carcinops troglodytes (Paykull, 1811)",C & S America,"NA",0,yes,Out,"Roques, 2020"
Coleoptera,Histeridae,"Chalcionellus decemstriatus Reichardt, 1932",Africa,"NA",0,yes,Out,"Roques, 2020"
Coleoptera,Histeridae,"Diplostix mayeti (Marseul, 1870)",Africa,"NA",0,yes,Out,"Roques, 2020"
Coleoptera,Histeridae,"Hister bipunctatus Paykull, 1811",Africa,1974,0,yes,Out,"Roques, 2020"
Coleoptera,Histeridae,"Hypocaccus brasiliensis (Paykull, 1811)",Cryptogenic,"NA",0,yes,Out,"Roques, 2020"
Coleoptera,Histeridae,"Paromalus luderti Marseul, 1862",C & S America,"NA",0,yes,Out,"Roques, 2020"
Coleoptera,Histeridae,"Platylomalus gardinieri (Scott, 1913)","Seychelles, Australasia",1987,0,yes,Out,"Roques, 2020"
Coleoptera,Histeridae,"Saprinus lugens Erichson, 1834","North America, C & S America",1984,0,yes,Out,"Roques, 2020"
Coleoptera,Hydrophilidae,"Cercyon inquinatus Wollaston, 1854",Africa,"NA",0,unknown,Out,"Roques, 2020"
Coleoptera,Hydrophilidae,"Cercyon laminatus Sharp, 1873",Asia- Temperate,1950,0,yes,Out,"Roques, 2020"
Coleoptera,Hydrophilidae,"Cercyon nigriceps (Marsham, 1802)",Asia?,"NA",0,unknown,Out,"Roques, 2020"
Coleoptera,Hydrophilidae,"Cryptopleurum subtile Sharp, 1884",Asia- Temperate,1950,0,yes,Out,"Roques, 2020"
Coleoptera,Hydrophilidae,"Dactylosternum abdominale (Fabricius, 1792)",Africa,"NA",0,yes,Out,"Roques, 2020"
Coleoptera,Hydrophilidae,"Oosternum sharpi Hansen, 1999",North America,"NA",0,yes,Out,"Roques, 2020"
Coleoptera,Hydrophilidae,"Pachysternum capense (Mulsant, 1894)",Africa,"NA",0,yes,Out,"Roques, 2020"
Coleoptera,Hydrophilidae,"Pelosoma lafertei Mulsant, 1844",C & S America,1929,0,yes,Out,"Roques, 2020"
Coleoptera,Laemophloeidae,Cryptolestes duplicatus (Waltl 1834),Cryptogenic,1990,0,yes,Out,"Roques, 2020"
Coleoptera,Laemophloeidae,"Cryptolestes ferrugineus (Stephens, 1831)",Cryptogenic,1875,0,yes,Out,"Roques, 2020"
Coleoptera,Laemophloeidae,"Cryptolestes pusilloides (Steel & Howe, 1952)",Cryptogenic,1978,0,yes,Out,"Roques, 2020"
Coleoptera,Laemophloeidae,"Cryptolestes pusillus (SchÅ¡nherr, 1817)","Tropical, subtropical",1875,0,yes,Out,"Roques, 2020"
Coleoptera,Laemophloeidae,"Cryptolestes spartii (Curtis, 1834)",Cryptogenic,1991,0,yes,Out,"Roques, 2020"
Coleoptera,Laemophloeidae,"Cryptolestes turcicus (Grouvelle, 1876)",Cryptogenic,1904,0,yes,Out,"Roques, 2020"
Coleoptera,Languriidae,"Cryptophilus integer (Heer, 1841)",Cryptogenic,"NA",0,yes,Out,"Roques, 2020"
Coleoptera,Languriidae,"Cryptophilus obliteratus Reitter,1874",Asia,1982,0,yes,Out,"Roques, 2020"
Coleoptera,Languriidae,"Pharaxonotha kirschii Reitter, 1875",Cryptogenic,1900,0,yes,Out,"Roques, 2020"
Coleoptera,Latridiidae,"Adistemia watsoni (Wollaston, 1871)",Cryptogenic,1959,0,yes,Out,"Roques, 2020"
Coleoptera,Latridiidae,"Cartodere bifasciata (Reitter, 1877)",Australasia,2000,0,yes,Out,"Roques, 2020"
Coleoptera,Latridiidae,"Cartodere constricta (Gyllenhal, 1827)",Cryptogenic,1889,0,yes,Out,"Roques, 2020"
Coleoptera,Latridiidae,"Cartodere delamarei (Dajoz, 1960)",C & S America,1976,0,yes,Out,"Roques, 2020"
Coleoptera,Latridiidae,"Cartodere nodifer (Westwood, 1839)",Australasia,1850,0,yes,Out,"Roques, 2020"
Coleoptera,Latridiidae,Corticaria elongata(Gyllenhal 1827),Cryptogenic,1889,0,yes,Out,"Roques, 2020"
Coleoptera,Latridiidae,"Corticaria fenestralis Linneaus, 1758)",Cryptogenic,1908,0,yes,Out,"Roques, 2020"
Coleoptera,Latridiidae,"Corticaria fulva (Comolli, 1837)",Cryptogenic,1874,0,yes,Out,"Roques, 2020"
Coleoptera,Latridiidae,"Corticaria pubescens (Gyllenhal, 1827)",Cryptogenic,1897,0,yes,Out,"Roques, 2020"
Coleoptera,Latridiidae,Corticaria serrata (Paykull 1798),Cryptogenic,1997,0,yes,Out,"Roques, 2020"
Coleoptera,Latridiidae,"Dienerella argus (Reitter, 1884)",Cryptogenic,1907,0,yes,Out,"Roques, 2020"
Coleoptera,Latridiidae,"Dienerella costulata (Reitter, 1877)",Cryptogenic,1900,0,yes,Out,"Roques, 2020"
Coleoptera,Latridiidae,"Dienerella filum (AubÅ½, 1850)",Cryptogenic,1850,0,yes,Out,"Roques, 2020"
Coleoptera,Latridiidae,Lathridius australicus,Australasia,"NA",0,unknown,Out,"Roques, 2020"
Coleoptera,Latridiidae,"Latridius minutus (Linnaeus, 1767)",Cryptogenic,1852,0,yes,Out,"Roques, 2020"
Coleoptera,Latridiidae,Metophthalmus serripennis Broun 1914,Australasia,1928,0,yes,Out,"Roques, 2020"
Coleoptera,Latridiidae,"Migneauxia orientalis Reitter, 1877",Cryptogenic,1993,0,yes,Out,"Roques, 2020"
Coleoptera,Lyctidae,"Lyctus africanus Lesne, 1907",Africa,"NA",0,yes,Out,"Roques, 2020"
Coleoptera,Lyctidae,"Lyctus brunneus (Stephens, 1830)",Asia,1850,0,yes,Out,"Roques, 2020"
Coleoptera,Lyctidae,"Lyctus cavicollis J. L. LeConte, 1805",North America,1996,0,yes,Out,"Roques, 2020"
Coleoptera,Lyctidae,"Lyctus planicollis J. L. LeConte, 1858",North America,1935,0,yes,Out,"Roques, 2020"
Coleoptera,Lyctidae,"Lyctus sinensis Lesne, 1911",Asia,"NA",0,yes,Out,"Roques, 2020"
Coleoptera,Lyctidae,"Minthea rugicollis (Walker, 1858)","Tropical, subtropical","NA",0,yes,Out,"Roques, 2020"
Coleoptera,Mordellidae,"Mordellistena cattleyana Champion, 1913",C & S America,1921,0,no,In,"Roques, 2020"
Coleoptera,Mycetophagidae,"Litargus balteatus Leconte, 1856",North America,1983,0,yes,Out,"Roques, 2020"
Coleoptera,Mycetophagidae,"Typhaea stercorea (Linnaeus, 1758)",Cryptogenic,1955,0,yes,Out,"Roques, 2020"
Coleoptera,Nitidulidae,Aethina tumida Murray,south africa,2014,0,yes,Out,"Roques, 2020"
Coleoptera,Nitidulidae,"Brachypeplus deyrollei Murray, 1864",Africa,1999,0,yes,Out,"Roques, 2020"
Coleoptera,Nitidulidae,"Brachypeplus mauli Gardner & Classey, 1962",Australasia,2005,0,yes,Out,"Roques, 2020"
Coleoptera,Nitidulidae,"Carpophilus bifenestratus Murray, 1864",Africa,1993,0,yes,Out,"Roques, 2020"
Coleoptera,Nitidulidae,"Carpophilus dimidiatus (Fabricius, 1792)",C & S America,1900,0,yes,Out,"Roques, 2020"
Coleoptera,Nitidulidae,"Carpophilus freemani Dobson, 1956","Tropical, subtropical",1976,0,yes,Out,"Roques, 2020"
Coleoptera,Nitidulidae,"Carpophilus fumatus Boheman, 1851",Africa,1977,0,yes,Out,"Roques, 2020"
Coleoptera,Nitidulidae,"Carpophilus hemipterus (Linnaeus, 1758)",Asia- Tropical,1800,0,yes,Out,"Roques, 2020"
Coleoptera,Nitidulidae,"Carpophilus ligneus Murray, 1864",C & S America,1981,0,yes,Out,"Roques, 2020"
Coleoptera,Nitidulidae,"Carpophilus marginellus Motschulsky, 1858",Asia- Tropical,1938,0,yes,Out,"Roques, 2020"
Coleoptera,Nitidulidae,"Carpophilus mutilatus Erichson, 1843",C & S America,1900,0,yes,Out,"Roques, 2020"
Coleoptera,Nitidulidae,"Carpophilus nepos Murray, 1864","Tropical, subtropical","NA",0,yes,Out,"Roques, 2020"
Coleoptera,Nitidulidae,"Carpophilus obsoletus Erichson, 1843",Asia- Tropical,1895,0,yes,Out,"Roques, 2020"
Coleoptera,Nitidulidae,"Carpophilus pilosellus Motschulsky, 1858",Asia- Tropical,1983,0,yes,Out,"Roques, 2020"
Coleoptera,Nitidulidae,Carpophilus succisus,C & S America,2005,0,yes,Out,"Roques, 2020"
Coleoptera,Nitidulidae,"Carpophilus zeaphilus Dobson, 1969",Africa,1985,0,yes,Out,"Roques, 2020"
Coleoptera,Nitidulidae,"Epuraea luteola Erichson, 1843",C & S America,1970,0,yes,Out,"Roques, 2020"
Coleoptera,Nitidulidae,"Epuraea ocularis Fairmaire, 1849",Asia- Tropical,1900,0,yes,Out,"Roques, 2020"
Coleoptera,Nitidulidae,"Glischrochilus fasciatus (Olivier, 1790)",North America,1977,0,yes,Out,"Roques, 2020"
Coleoptera,Nitidulidae,"Glischrochilus quadrisignatus (Say, 1835)",North America,1950,0,yes,Out,"Roques, 2020"
Coleoptera,Nitidulidae,"Lobiopa insularis (Castelnau, 1840)",C & S America,2008,0,yes,Out,"Roques, 2020"
Coleoptera,Nitidulidae,"Meligethes ruficornis (Marsham, 1802)",Cryptogenic,"NA",0,yes,Out,"Roques, 2020"
Coleoptera,Nitidulidae,"Nitidula carnaria (Schaller, 1783)",Cryptogenic,2005,0,yes,Out,"Roques, 2020"
Coleoptera,Nitidulidae,"Omosita colon (Linnaeus, 1758)",Cryptogenic,2005,0,yes,Out,"Roques, 2020"
Coleoptera,Nitidulidae,"Omosita discoidea (Fabricius, 1775)",Cryptogenic,2005,0,yes,Out,"Roques, 2020"
Coleoptera,Nitidulidae,"Phenolia tibialis (Boheman, 1851)",tropical africa,2012,0,yes,Out,"Roques, 2020"
Coleoptera,Nitidulidae,"Stelidota geminata (Say, 1825)",C & S America,1900,0,yes,Out,"Roques, 2020"
Coleoptera,Nitidulidae,"Urophorus humeralis (Fabricius, 1798)",Asia- Tropical,1976,0,yes,Out,"Roques, 2020"
Coleoptera,Passandridae,"Catogenus rufus (Fabricius, 1798)",North America,2007,0,yes,Out,"Roques, 2020"
Coleoptera,Phalacridae,"Phalacrus politus Melsheimer, 1844",North America,"NA",0,yes,Out,"Roques, 2020"
Coleoptera,Ptilidae,"Ptiliolum africanum Peyerimhoff, 1917",Africa,1995,0,unknown,Out,"Roques, 2020"
Coleoptera,Ptilidae,"Ptinella mekula Kubota, 1943",Asia,1995,0,unknown,Out,"Roques, 2020"
Coleoptera,Ptiliidae,"Acrotrichis henrici (Matthews, 1872)",North America,1966,0,yes,Out,"Roques, 2020"
Coleoptera,Ptiliidae,"Acrotrichis insularis (Maklin, 1852)",North America,1965,0,yes,Out,"Roques, 2020"
Coleoptera,Ptiliidae,"Acrotrichis josephi (Matthews, 1872)",North America,1987,0,yes,Out,"Roques, 2020"
Coleoptera,Ptiliidae,"Acrotrichis sanctaehelenae Johnson, 1972",Africa,1964,0,yes,Out,"Roques, 2020"
Coleoptera,Ptiliidae,Acrotrichis setosa,"NA","NA",0,"NA",Out,"Sorrensson, 2016"
Coleoptera,Ptiliidae,"Baeocrara japonica (Matthews, 1884)",Asia,1974,0,yes,Out,"Roques, 2020"
Coleoptera,Ptiliidae,"Bambara contorta (Dybas, 1066)","Tropical, subtropical",1997,0,yes,Out,"Roques, 2020"
Coleoptera,Ptiliidae,"Bambara fusca (Dybas, 1966)",North America,1997,0,yes,Out,"Roques, 2020"
Coleoptera,Ptiliidae,"Ptinella cavelli (Broun, 1893)",Australasia,1936,0,yes,Out,"Roques, 2020"
Coleoptera,Ptiliidae,"Ptinella errabunda Johnson, 1975",Australasia,1925,0,yes,Out,"Roques, 2020"
Coleoptera,Ptiliidae,"Ptinella johnsoni Rutanen, 1985",Asia,1978,0,yes,Out,"Roques, 2020"
Coleoptera,Ptiliidae,"Ptinella simsoni (Matthews, 1878)",Australasia,1929,0,yes,Out,"Roques, 2020"
Coleoptera,Ptiliidae,"Ptinella taylorae Johnson, 1977",Australasia,1967,0,yes,Out,"Roques, 2020"
Coleoptera,Ptilodactylidae,"Ptilodactyla exotica Chapin, 1927",Africa,1971,0,no,In,"Roques, 2020"
Coleoptera,Ptilodactylidae,Ptilodactyla luteipes,Cryptogenic,1952,0,no,In,"Roques, 2020"
Coleoptera,Ripiphoridae,"Ripidius pectinicornis Thunberg, 1806",Asia,"NA",1,yes,Out,"Roques, 2020"
Coleoptera,Rutelidae,"Popilia japonica Newman, 1841",Asia,2005,0,yes,Out,"Roques, 2020"
Coleoptera,Salpingidae,Aglenus brunneus (Gyllenhall),Cryptogenic,2005,0,yes,Out,"Roques, 2020"
Coleoptera,Silvanidae,"Ahasverus advena (Waltl, 1832)",C & S America,1875,0,yes,Out,"Roques, 2020"
Coleoptera,Silvanidae,"Cryptamorpha desjardinsi (GuÅ½rin-MÅ½neville, 1844)","Tropical, subtropical",1911,0,yes,Out,"Roques, 2020"
Coleoptera,Silvanidae,"Nausibius clavicornis (Kugelann, 1794)",Cryptogenic,1906,0,yes,Out,"Roques, 2020"
Coleoptera,Silvanidae,"Oryzaephilus acuminatus Halstead, 1980",Asia,1980,0,yes,Out,"Roques, 2020"
Coleoptera,Silvanidae,"Oryzaephilus mercator (Fauvel, 1889)","Tropical, subtropical",1962,0,yes,Out,"Roques, 2020"
Coleoptera,Silvanidae,"Oryzaephilus surinamensis (Linnaeus, 1758)",Cryptogenic,1894,0,yes,Out,"Roques, 2020"
Coleoptera,Silvanidae,Psammoecus bimaculatus,Asia-Tropical,2007,0,yes,Out,"Roques, 2020"
Coleoptera,Silvanidae,Psammoecus trimaculatus,Asia-Tropical,2018,0,yes,Out,"Roques, 2020"
Coleoptera,Silvanidae,"Silvanus lateritius (Broun, 1880)",Australasia,"NA",0,yes,Out,"Roques, 2020"
Coleoptera,Silvanidae,"Silvanus lewisi Reitter, 1876",Asia,"NA",0,yes,Out,"Roques, 2020"
Coleoptera,Silvanidae,"Silvanus muticus Sharp, 1899",North America,1988,0,yes,Out,"Roques, 2020"
Coleoptera,Silvanidae,"Silvanus recticollis Reitter, 1876",Africa,"NA",0,yes,Out,"Roques, 2020"
Coleoptera,Staphylinidae,"Acrotona pseudotenera (Cameron, 1933)",Asia,1988,0,yes,Out,"Roques, 2020"
Coleoptera,Staphylinidae,"Adota maritima Mannerheim, 1843",North America,"NA",0,yes,Out,"Roques, 2020"
Coleoptera,Staphylinidae,"Aleochara puberula Klug, 1833",Cryptogenic,"NA",0,yes,Out,"Roques, 2020"
Coleoptera,Staphylinidae,"Anotylus nitidifrons (Wollaston, 1871)",Cryptogenic,"NA",0,yes,Out,"Roques, 2020"
Coleoptera,Staphylinidae,"Atheta dilutipennis (Motschulsky, 1858)","Africa, Asia",1995,0,unknown,Out,"Roques, 2020"
Coleoptera,Staphylinidae,"Atheta immucronata Pace, 1999",South America,1986,0,unknown,Out,"Roques, 2020"
Coleoptera,Staphylinidae,"Atheta mucronata (Kraatz, 1859)","Tropical, subtropical",1999,0,yes,Out,"Roques, 2020"
Coleoptera,Staphylinidae,"Bisnius palmi (Smetana, 1955)",North America,"NA",0,yes,Out,"Roques, 2020"
Coleoptera,Staphylinidae,"Bisnius parcus (Sharp, 1874)",Asia- Temperate,1950,0,yes,Out,"Roques, 2020"
Coleoptera,Staphylinidae,"Bohemiellina flavipennis (Cameron, 1921)",Cryptogenic,1941,0,yes,Out,"Roques, 2020"
Coleoptera,Staphylinidae,"Carpelimus bilineatus Stephens, 1834",Cryptogenic,2005,0,yes,Out,"Roques, 2020"
Coleoptera,Staphylinidae,"Carpelimus corticinus (Gravenhorst, 1806)",Cryptogenic,2005,0,yes,Out,"Roques, 2020"
Coleoptera,Staphylinidae,"Carpelimus gracilis (Mannerheim, 1830)",Cryptogenic,2005,0,yes,Out,"Roques, 2020"
Coleoptera,Staphylinidae,"Carpelimus pusillus (Gravenhorst, 1802)",Cryptogenic,2005,0,yes,Out,"Roques, 2020"
Coleoptera,Staphylinidae,"Carpelimus subtilis (Erichson, 1839)",Cryptogenic,2005,0,yes,Out,"Roques, 2020"
Coleoptera,Staphylinidae,"Carpelimus zealandicus (Sharp, 1900)",Australasia,2000,0,yes,Out,"Roques, 2020"
Coleoptera,Staphylinidae,"Cilea silphoides (Linnaeus, 1767)",Cryptogenic,2005,0,unknown,Out,"Roques, 2020"
Coleoptera,Staphylinidae,"Coproporus pulchellus (Erichson, 1839)",North America,"NA",0,unknown,Out,"Roques, 2020"
Coleoptera,Staphylinidae,"Diestota guadalupensis Pace, 1987",C & S America,1982,0,unknown,Out,"Roques, 2020"
Coleoptera,Staphylinidae,"Hypomedon debilicornis (Wollaston, 1857)",Africa,1850,0,yes,Out,"Roques, 2020"
Coleoptera,Staphylinidae,"Leptoplectus remyi (Jeannel, 1961)",Asia,"NA",0,unknown,Out,"Roques, 2020"
Coleoptera,Staphylinidae,"Lithocharis nigriceps (Kraatz, 1859)",Asia- Tropical,1912,0,yes,Out,"Roques, 2020"
Coleoptera,Staphylinidae,"Myrmecocephalus concinnus (Erichson,1840)",Cryptogenic,1970,0,yes,Out,"Roques, 2020"
Coleoptera,Staphylinidae,"Myrmecopora brevipes Butler, 1909",Cryptogenic,"NA",0,unknown,Out,"Roques, 2020"
Coleoptera,Staphylinidae,"Nacaeus impressicollis (Motschulsky, 1857)",Africa (or AsiaÃŠ?),2005,0,yes,Out,"Roques, 2020"
Coleoptera,Staphylinidae,"Oligota parva Kraatz, 1862",C & S America,1858,0,yes,Out,"Roques, 2020"
Coleoptera,Staphylinidae,"Oxytelus migrator Fauvel, 1904",Asia,1975,0,yes,Out,"Roques, 2020"
Coleoptera,Staphylinidae,"Paraphloeostiba gayndahensis (Mac Leay, 1871)",Australasia,1988,0,yes,Out,"Roques, 2020"
Coleoptera,Staphylinidae,"Phacophallus pallidipennis (MOTSCHULSKY, 1858)",Asia- Tropical,1900,0,yes,Out,"Roques, 2020"
Coleoptera,Staphylinidae,"Philonthus rectangulus Sharp, 1874",Asia- temperate,1920,0,yes,Out,"Roques, 2020"
Coleoptera,Staphylinidae,"Philonthus spinipes Sharp, 1874",Asia,1980,0,yes,Out,"Roques, 2020"
Coleoptera,Staphylinidae,"Tachinus sibiricus Sharp, 1888",Asia,"NA",0,unknown,Out,"Roques, 2020"
Coleoptera,Staphylinidae,"Teropalpus unicolor (Sharp, 1900)",Australasia,1870,0,yes,Out,"Roques, 2020"
Coleoptera,Staphylinidae,"Trichiusa immigrata Lohse, 1984",North America,1975,0,yes,Out,"Roques, 2020"
Coleoptera,Tenebrionidae,"Adelina pici (Ardouin, 1977)",Neotropical Region,2003,0,yes,Out,"Roques, 2020"
Coleoptera,Tenebrionidae,"Alphitobius diaperinus (Panzer, 1797)","Tropical, subtropical",1921,0,yes,Out,"Roques, 2020"
Coleoptera,Tenebrionidae,"Alphitobius laevigatus (Fabricius, 1781)","Tropical, subtropical","NA",0,yes,Out,"Roques, 2020"
Coleoptera,Tenebrionidae,"Alphitophagus bifasciatus (Say, 1823)",Cryptogenic,1940,0,yes,Out,"Roques, 2020"
Coleoptera,Tenebrionidae,"Cynaeus angustus (Leconte, 1851)",C & S America,1960,0,yes,Out,"Roques, 2020"
Coleoptera,Tenebrionidae,"Cynaeus depressus  Horn, 1870",C & S America,1988,0,unknown,Out,"Roques, 2020"
Coleoptera,Tenebrionidae,"Gnathocerus cornutus (Fabricius, 1798)",C & S America,1900,0,yes,Out,"Roques, 2020"
Coleoptera,Tenebrionidae,"Gnathocerus maxilosus (Fabricius, 1801)",Cryptogenic,1977,0,yes,Out,"Roques, 2020"
Coleoptera,Tenebrionidae,"Latheticus oryzae Waterhouse, 1880",Asia,1973,0,yes,Out,"Roques, 2020"
Coleoptera,Tenebrionidae,"Lyphia tetraphylla (Fairmaire, 1856)",Asia,1934,0,unknown,Out,"Roques, 2020"
Coleoptera,Tenebrionidae,"Palorus ratzeburgi (Wissmann, 1848)",Africa,1976,0,yes,Out,"Roques, 2020"
Coleoptera,Tenebrionidae,"Palorus subdepressus (Wollaston, 1864)",Africa,1975,0,yes,Out,"Roques, 2020"
Coleoptera,Tenebrionidae,"Tribolium castaneum (Herbst, 1797)",Cryptogenic,1900,0,yes,Out,"Roques, 2020"
Coleoptera,Tenebrionidae,"Tribolium confusum Jacquelin du Val, 1868",Africa,1900,0,yes,Out,"Roques, 2020"
Coleoptera,Tenebrionidae,"Tribolium destructor Uyttenboogaart, 1933",tropical,1927,0,yes,Out,"Roques, 2020"
Coleoptera,Tenebrionidae,"Zophobas morio (Fabricius, 1776)",C & S America,"NA",1,yes,Out,"Roques, 2020"
Coleoptera,Trogidae,"Omorgus subcarinatus (MacLeay, 1864)",Australasia,1997,0,yes,Out,"Roques, 2020"
Coleoptera,Trogidae,"Omorgus suberosus (Fabricius, 1775)",Australasia,1997,0,yes,Out,"Roques, 2020"
Coleoptera,Trogossitidae,"Lophocateres pusillus (Klug, 1832)",Asia,1962,0,yes,Out,"Roques, 2020"
Coleoptera,Trogossitidae,Tenebroides maroccanus Reitter 1884,Africa,2005,0,yes,Out,"Roques, 2020"
Coleoptera,Trogossitidae,"Tenebroides mauritanicus (Linnaeus, 1758)",Africa,1803,0,yes,Out,"Roques, 2020"
Coleoptera,Zopheridae,"Bitoma siccana (Pascoe, 1863)",Asia,1970,0,yes,Out,"Roques, 2020"
Coleoptera,Zopheridae,"Microprius rufulus (Motschulsky, 1863)",Africa,"NA",0,unknown,Out,"Roques, 2020"
Coleoptera,Zopheridae,"Pycnomerus fuliginosus Erichson, 1842",Australasia,1962,0,yes,Out,"Roques, 2020"
Coleoptera,Zopheridae,"Pycnomerus inexpectus (Jaquelin Du Val, 1859)",Cryptogenic,1901,0,no,In,"Roques, 2020"
DERMAPTERA,Anisolabididae,"Euborellia stali (Dohrn, 1864)",Asia,2002,0,yes,Out,"Roques, 2020"
DERMAPTERA,Labiduridae,"Nala lividipes (Dufour, 1828)","Tropical, subtropical",1915,0,yes,Out,"Roques, 2020"
Dictyoptera,Blaberidae,"Blaberus atropos (Stoll, 1813)","Tropical, subtropical","NA",0,yes,Out,"Roques, 2020"
Dictyoptera,Blaberidae,"Blaberus parabolicus (Walker,1868)",C & S America,"NA",0,yes,Out,"Roques, 2020"
Dictyoptera,Blaberidae,"Henschoutedenia flexivitta (Walker, 1868)",Africa,"NA",0,yes,Out,"Roques, 2020"
Dictyoptera,Blaberidae,"Nauphoeta cinerea (Olivier, 1789)",C & S America,"NA",1,yes,Out,"Roques, 2020"
Dictyoptera,Blaberidae,"Panchlora fraterna Saussure & Zehntner, 1893",C & S America,"NA",0,yes,Out,"Roques, 2020"
Dictyoptera,Blaberidae,"Panchlora peruana Saussure, 1864",C & S America,1912,0,yes,Out,"Roques, 2020"
Dictyoptera,Blaberidae,"Phoetalia circumvagans (Burmeister, 1838)","Tropical, subtropical","NA",0,yes,Out,"Roques, 2020"
Dictyoptera,Blaberidae,"Phoetalia pallida (Brunner, 1865)","Tropical, subtropical","NA",0,yes,Out,"Roques, 2020"
Dictyoptera,Blaberidae,"Pycnoscelus surinamensis (Linnaeus, 1767)",Asia- Tropical,1950,0,yes,Out,"Roques, 2020"
Dictyoptera,Blaberidae,"Rhyparobia maderae (Fabricius, 1781)",Africa,"NA",0,yes,Out,"Roques, 2020"
Dictyoptera,Blatellidae,"Nyctibora laevigata (Beauvois, 1805)",Cryptogenic,"NA",0,yes,Out,"Roques, 2020"
Dictyoptera,Blatellidae,"Supella longipalpa (Fabricius, 1798)",Africa,1945,0,yes,Out,"Roques, 2020"
Dictyoptera,Blattidae,"Blatta orientalis Linnaeus, 1758",Cryptogenic,1500,0,yes,Out,"Roques, 2020"
Dictyoptera,Blattidae,"Neostylopyga rhombifolia (StÅ’ll, 1861)",Cryptogenic,"NA",0,yes,Out,"Roques, 2020"
Dictyoptera,Blattidae,"Periplaneta americana (Linnaeus, 1758)",Africa,1600,0,yes,Out,"Roques, 2020"
Dictyoptera,Blattidae,"Periplaneta australasiae (Fabricius, 1775)",Asia- Tropical,1927,0,no,In,"Roques, 2020"
Dictyoptera,Blattidae,"Periplaneta brunnea Burmeister, 1838",Africa,"NA",0,yes,Out,"Roques, 2020"
Dictyoptera,Blattidae,"Shelfordella lateralis (Walker, 1868)",Central Asia,2009,0,yes,Out,"Roques, 2020"
Dictyoptera,Kalotermitidae,"Cryptotermes brevis (Walker, 1853)",C & S America,1993,0,yes,Out,"Roques, 2020"
Dictyoptera,Rhinotermitidae,"Reticulitermes flavipes (Kollar, 1837)",North America,1934,0,yes,Out,"Roques, 2020"
Diptera,Agromyzidae,"Cerodontha unisetiorbita Zlobin, 1993",Asia,2001,0,yes,Out,"Roques, 2020"
Diptera,Agromyzidae,"Liriomyza chinensis Kato, 1949",Asia,1982,0,yes,Out,"Roques, 2020"
Diptera,Agromyzidae,"Liriomyza huidobrensis (Blanchard, 1926)",C. & S. America,1989,0,yes,Out,"Roques, 2020"
Diptera,Agromyzidae,"Liriomyza trifolii (Burgess, 1880)",North America,1976,0,yes,Out,"Roques, 2020"
Diptera,Agromyzidae,Ophiomyia kwansonis,Asia,2011,0,yes,Out,"Roques, 2020"
Diptera,Agromyzidae,"Phytoliriomyza jacarandae Steyskal & Spencer, 1978",South America,2006,0,yes,Out,"Roques, 2020"
Diptera,Braulidae,"Braula schmitzi Orosi Pal, 1939",Cryptogenic,1998,0,yes,Out,"Roques, 2020"
Diptera,Calliphoridae,"Chrysomya albiceps (Wiedemann, 1819)",Cryptogenic,1927,0,yes,Out,"Roques, 2020"
Diptera,Calliphoridae,Chrysomya chloropyga (Wiedemann),Afrotropical,1977,0,yes,Out,"Roques, 2020"
Diptera,Calliphoridae,Chrysomya megacephala (F.),Asia,1978,0,yes,Out,"Roques, 2020"
Diptera,Cecidomyiidae,"Asphondylia buddleia Felt, 1935",North America,1999,0,yes,Out,"Roques, 2020"
Diptera,Cecidomyiidae,"Clinodiplosis cattleyae (Molliard, 1903)",C. & S. America,1885,0,no,In,"Roques, 2020"
Diptera,Cecidomyiidae,"Contarinia citri Barnes, 1944",Africa,1957,0,yes,Out,"Roques, 2020"
Diptera,Cecidomyiidae,Contarinia pseudotsugae Condrashoff,N America,2015,0,yes,Out,"Roques, 2020"
Diptera,Cecidomyiidae,"Contarinia quinquenotata  (F. LÅ¡w, 1888)",Asia (Temperate),1885,0,yes,Out,"Roques, 2020"
Diptera,Cecidomyiidae,"Dasineura gibsoni Felt, 1911",North America,1976,0,yes,Out,"Roques, 2020"
Diptera,Cecidomyiidae,"Dasineura gleditchiae (Osten Sacken, 1866)",North America,1975,0,yes,Out,"Roques, 2020"
Diptera,Cecidomyiidae,"Dasineura oxycoccana (Smith, 1890)",North America,1997,0,yes,Out,"Roques, 2020"
