order,family,genus,species,genus.species,original.species.name,name.changed...1.yes..0..no.,tsn,rank,year,super.family,town,NZ.region,nz.area.code,origin,ecozone,current.distribution.cosmopolitan.,phagy,phagy.main,feeding.type,feeding.main,size.mm.,comment,eradicated,Intentional_Release,source,vagrant
Hymenoptera,Pteromalidae,Anisopteromalus,calandrae,Anisopteromalus calandrae,Anisopteromalus calandrae,0,NA,Species,NA,NA,NA,NA,NA,C,Cosmopolitan,Yes,f-oligophagous,Oligophagous,parasitoid,Parasitoid,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Anobiidae,Anobium,punctatum,Anobium punctatum,Anobium punctatum,0,114463,Species,1875,Bostrychoidea,Tairua,Waikato,CL,Europe,Palearctic,Yes,polyphagous,Polyphagous,herbivore,Herbivore,3.5,NA,NA,NA,"Edney-Browne, 2018",NA
Hemiptera,Psyllidae,Anoeconeossa,communis,Anoeconeossa communis,Anoeconeossa communis,0,NA,Species,2002,Psylloidea,Auckland,NA,NA,Australia,Australasia,No,g-oligophagous,Oligophagous,herbivore,Herbivore,2,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Bothrideridae,Anommatus,duodecimstriatus,Anommatus duodecimstriatus,Anommatus duodecimstriatus,0,706205,Species,1975,Cucujoidea,Auckland,Auckland,AK,Europe,Palearctic,Yes,NA,NA,herbivore,Herbivore,1.7,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Carabidae,Anomotarus,illawarrae,Anomotarus illawarrae,Anomotarus illawarrae,0,NA,Species,1955,NA,Auckland,Auckland,AK,Australia,Australasia,No,NA,NA,predator,Predator,7,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Carabidae,Anomotarus,variegatus,Anomotarus variegatus,Anomotarus variegatus,0,NA,Species,1941,NA,Auckland,Auckland,AK,Australia,Australasia,No,NA,NA,predator,Predator,7,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Staphylinidae,Anotylus,brunneipennis,Anotylus brunneipennis,Anotylus brunneipennis,0,NA,Species,1948,Staphylinoidea,Auckland,Auckland,AK,Australia,Australasia,No,polyphaogus,Polyphagous,saprophagous,Saprophagous,4,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Staphylinidae,Anotylus,complanatus,Anotylus complanatus,Anotylus complanatus,0,NA,Species,1877,Staphylinoidea,Otago,Otago,CO,Europe,Palearctic,No,polyphaogus,Polyphagous,saprophagous,Saprophagous,2,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Staphylinidae,Anotylus,cribriceps,Anotylus cribriceps,Anotylus cribriceps,0,NA,Species,1939,Staphylinoidea,Christchurch,Canterbury,MC,Australia,Australasia,No,polyphaogus,Polyphagous,saprophagous,Saprophagous,3,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Staphylinidae,Anotylus,pusillimus,Anotylus pusillimus,Anotylus pusillimus,0,NA,Species,NA,Staphylinoidea,NA,NA,NA,Australia,Australasia,No,polyphaogus,Polyphagous,saprophagous,Saprophagous,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Staphylinidae,Anotylus,rugosus,Anotylus rugosus,Anotylus rugosus,0,691915,Species,1894,Staphylinoidea,NA,NA,NA,Eurasia,Palearctic,Yes,polyphaogus,Polyphagous,saprophagous,Saprophagous,3,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Staphylinidae,Anotylus,semirufus,Anotylus semirufus,Anotylus semirufus,0,NA,Species,1870,Staphylinoidea,Tairua,Bay of Plenty,CR,Australasia,NA,No,polyphaogus,Polyphagous,saprophagous,Saprophagous,1,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Staphylinidae,Anotylus,sparsus,Anotylus sparsus,Anotylus sparsus,0,NA,Species,NA,Staphylinoidea,NA,NA,NA,Australia,Australasia,No,polyphaogus,Polyphagous,saprophagous,Saprophagous,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Staphylinidae,Anotylus,varius,Anotylus varius,Anotylus varius,0,NA,Species,NA,Staphylinoidea,NA,NA,NA,Australia,Australasia,No,polyphaogus,Polyphagous,saprophagous,Saprophagous,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Staphylinidae,Anotylus,vinsoni,Anotylus vinsoni,Anotylus vinsoni,0,186404,Species,1860,Staphylinoidea,Auckland,Auckland,AK,Australia,Australasia,No,polyphaogus,Polyphagous,saprophagous,Saprophagous,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Staphylinidae,Anotylus,wattsensis,Anotylus wattsensis,Anotylus wattsensis,0,NA,Species,NA,Staphylinoidea,NA,NA,NA,Australia,Australasia,No,polyphaogus,Polyphagous,saprophagous,Saprophagous,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Anthicidae,Anthicus,hesperi,Anthicus hesperi,Anthicus hesperi,0,NA,Species,1915,Tenebrionoidea,Auckland,Auckland,AK,Australia,Australasia,No,polyphagous,Polyphagous,omnivore,Omnivore,3.3,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Anthicidae,Anthicus,kreusleri,Anthicus kreusleri,Anthicus kreusleri,0,NA,Species,1974,Tenebrionoidea,Auckland,Auckland,AK,Australia,Australasia,No,polyphagous,Polyphagous,omnivore,Omnivore,2.1,NA,NA,NA,"Edney-Browne, 2018",NA
Hymenoptera,Megachilidae,Anthidium,manicatum,Anthidium manicatum,Anthidium manicatum,0,699663,Species,2006,NA,Napier,Hawke's Bay,HB,?,Palearctic,No,polyphagous,Polyphagous,pollinator,Other,15,NA,NA,NA,"Edney-Browne, 2018",NA
Diptera,Anthomyiidae,Anthomyia,punctipennis,Anthomyia punctipennis,Anthomyia punctipennis,0,NA,Species,1922,Muscoidea,Riwaka,Nelson- Tasman,NN,Australia,Australasia,No,NA,NA,herbivore,Herbivore,5,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Dermestidae,Anthrenocerus,australis,Anthrenocerus australis,Anthrenocerus austalis,1,NA,Species,1942,Dermestoidea,Dunedin,Otago,DN,Australia,Australasia,Yes,polyphagous,Polyphagous,herbivore,Herbivore,2.3,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Desmestidae,Anthrenus,museorum,Anthrenus museorum,Anthrenus museorum,0,728127,Species,NA,Bostrichoidea,NA,NA,NA,Europe,Palearctic,Yes,polyphagous,Polyphagous,omnivore,Omnivore,3,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Dermestidae,Anthrenus,verbasci,Anthrenus verbasci,Anthrenus verbasci,0,114988,Species,1880,Dermestoidea,Christchurch,Canterbury,MC,Europe,Palearctic,Yes,polyphagous,Polyphagous,herbivore,Herbivore,3,NA,NA,NA,"Edney-Browne, 2018",NA
Hemiptera,Pseudococcidae,Antonina,socialis,Antonina socialis,Antonina socialis,0,NA,Species,2008,Coccoidea,Auckland,Auckland,AK,Europe,Palearctic,Yes,oligophagous,Oligophagous,herbivore,Herbivore,4,NA,NA,NA,"Edney-Browne, 2018",NA
Hemiptera,Flatidae,Anzora,unicolor,Anzora unicolor,Anzora unicolor,0,NA,Species,1921,Fulgoroidea,Hamilton,Waikato,WO,Australia,Australasia,No,NA,NA,herbivore,Herbivore,6,NA,NA,NA,"Edney-Browne, 2018",NA
Hemiptera,Cicadellidae,Anzygina,agni,Anzygina agni,Anzygina agni,0,NA,Species,1949,Membracoidea,Greenlane,Auckland,AK,Australia,Australasia,No,unknown,NA,herbivore,Herbivore,1,NA,NA,NA,"Edney-Browne, 2018",NA
Hemiptera,Cicadellidae,Anzygina,NA,Anzygina billi,NA,NA,NA,Species,2013,NA,NA,Auckland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thorpe, 2013",NA
Hemiptera,Cicadellidae,Anzygina,dumbletoni,Anzygina dumbletoni,Anzygina dumbletoni,0,NA,Species,1944,Membracoidea,Nelson,Nelson- Tasman,NN,NA,NA,NA,unknown,NA,herbivore,Herbivore,1.5,NA,NA,NA,"Edney-Browne, 2018",NA
Hemiptera,Diaspididae,Aonidiella,aurantii,Aonidiella aurantii,Aonidiella aurantii,0,NA,Species,1933,Coccoidea,Gisborne,Gisborne,GB,S. China,Oriental,Yes,polyphagous,Polyphagous,herbivore,Herbivore,2,NA,NA,NA,"Edney-Browne, 2018",NA
Hymenoptera,Braconidae,Apanteles,carpatus,Apanteles carpatus,Apanteles carpatus,0,NA,Species,1948,NA,Auckland,Auckland,AK,C,Cosmopolitan,Yes,o-oligophagous,Oligophagous,parasitoid,Parasitoid,3,NA,NA,NA,"Edney-Browne, 2018",NA
Hymenoptera,Braconidae,Apanteles,galleriae,Apanteles galleriae,Apanteles galleriae,0,NA,Species,1980,NA,Auckland,Auckland,AK,C,Cosmopolitan,Yes,o-oligophagous,Oligophagous,parasitoid,Parasitoid,3,NA,NA,NA,"Edney-Browne, 2018",NA
Hymenoptera,Braconidae,Aphaereta,pallipes,Aphaereta pallipes,Aphaereta pallipes,0,NA,Species,1980,NA,Auckland,Auckland,AK,Australia,Australasia,No,NA,NA,parasitoid,Parasitoid,2,NA,NA,NA,"Edney-Browne, 2018",NA
Hymenoptera,Platygastridae,Aphanomerus,pusillus,Aphanomerus pusillus,Aphanomerus pusillus,0,732009,Species,1922,NA,Auckland,Auckland,AK,Australia,Australasia,No,monophagous,Monophagous,parasitoid,Parasitoid,1,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Curculionidae,Aphela,algarum,Aphela algarum,Aphela algarum,0,NA,Species,1902,Curculionoidea,Christchurch,Canterbury,MC,Australia,Australasia,No,NA,NA,herbivore,Herbivore,3,NA,NA,NA,"Edney-Browne, 2018",NA
Hymenoptera,Aphelinidae,Aphelinus,abdominalis,Aphelinus abdominalis,Aphelinus abdominalis,0,NA,Species,1943,NA,Auckland,Auckland,AK,C,Cosmopolitan,Yes,f-oligophagous,Oligophagous,parasitoid,Parasitoid,1,NA,NA,NA,"Edney-Browne, 2018",NA
Hymenoptera,Aphelinidae,Aphelinus,asychis,Aphelinus asychis,Aphelinus asychis,0,NA,Species,1957,NA,Gisborne,Gisborne,GB,C,Cosmopolitan,Yes,f-oligophagous,Oligophagous,parasitoid,Parasitoid,0.5,NA,NA,NA,"Edney-Browne, 2018",NA
Hymenoptera,Aphelinidae,Aphelinus,gossypii,Aphelinus gossypii,Aphelinus gossypii,0,NA,Species,1930,NA,NA,NA,NA,C,Cosmopolitan,Yes,f-oligophagous,Oligophagous,parasitoid,Parasitoid,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Hymenoptera,Aphelinidae,Aphelinus,humilis,Aphelinus humilis,Aphelinus humilis,0,NA,Species,1971,NA,Nelson,Nelson- Tasman,NN,NA,Palearctic,No,f-oligophagous,Oligophagous,parasitoid,Parasitoid,0.5,NA,NA,NA,"Edney-Browne, 2018",NA
Hymenoptera,Braconidae,Aphidius,colemani,Aphidius colemani,Aphidius colemani,0,NA,Species,1976,NA,Auckland,Auckland,AK,NA,Oriental,No,f-oligophagous,Oligophagous,parasitoid,Parasitoid,1,NA,NA,NA,"Edney-Browne, 2018",NA
Hymenoptera,Braconidae,Aphidius,pelargonii,Aphidius pelargonii,Aphidius pelargonii,0,NA,Species,1930,NA,Nelson,Nelson- Tasman,NN,Australia,Australasia,No,f-oligophagous,Oligophagous,parasitoid,Parasitoid,3,NA,NA,NA,"Edney-Browne, 2018",NA
Hymenoptera,Braconidae,Aphidius,salicis,Aphidius salicis,Aphidius salicis,0,NA,Species,1983,NA,Auckland,Auckland,AK,NA,Palearctic,No,f-oligophagous,Oligophagous,parasitoid,Parasitoid,1,NA,NA,NA,"Edney-Browne, 2018",NA
Hymenoptera,Braconidae,Aphidius,similis,Aphidius similis,Aphidius similis,0,NA,Species,1981,NA,Auckland,Auckland,AK,Australia,Australasia,No,f-oligophagous,Oligophagous,parasitoid,Parasitoid,2,NA,NA,NA,"Edney-Browne, 2018",NA
Hymenoptera,Braconidae,Aphidius,sonchi,Aphidius sonchi,Aphidius sonchi,0,NA,Species,1996,NA,Linclon,Canterbury,MC,NA,Palearctic,No,f-oligophagous,Oligophagous,parasitoid,Parasitoid,1,NA,NA,NA,"Edney-Browne, 2018",NA
Hemiptera,Aphididae,Aphis,craccivora,Aphis craccivora,Aphis craccivora,0,200575,Species,1929,Aphidoidea,Temuka/Palmerston North,NA,SC/WI,NA,Palearctic,No,polyphagous,Polyphagous,herbivore,Herbivore,1.8,NA,NA,NA,"Edney-Browne, 2018",NA
Hemiptera,Aphididae,Aphis,epilobii,Aphis epilobii,Aphis epilobii,0,NA,Species,1962,Aphidoidea,Christchurch,Canterbury,MC,NA,Palearctic,No,polyphagous,Polyphagous,herbivore,Herbivore,1.8,NA,NA,NA,"Edney-Browne, 2018",NA
Hemiptera,Aphididae,Aphis,gossypii,Aphis gossypii,Aphis gossypii,0,200577,Species,1921,Aphidoidea,Hastings,Hawke's Bay,HB,NA,Cosmopolitan,Yes,polyphagous,Polyphagous,herbivore,Herbivore,2,NA,NA,NA,"Edney-Browne, 2018",NA
Hemiptera,Aphididae,Aphis,hederae,Aphis hederae,Aphis hederae,0,NA,Species,1970,Aphidoidea,Auckland,Auckland,AK,NA,Palearctic,Yes,f-oligophagous,Oligophagous,herbivore,Herbivore,2,NA,NA,NA,"Edney-Browne, 2018",NA
Hemiptera,Aphididae,Aphis,idaei,Aphis idaei,Aphis idaei,0,NA,Species,1966,Aphidoidea,Christchurch,Canterbury,MC,NA,Palearctic,Yes,g-oligophagous,Oligophagous,herbivore,Herbivore,1.7,NA,NA,NA,"Edney-Browne, 2018",NA
Hemiptera,Aphididae,Aphis,nerii,Aphis nerii,Aphis nerii,0,200580,Species,1921,Aphidoidea,Auckland,Auckland,AK,Meditteranean,Palearctic,Yes,f-oligophagous,Oligophagous,herbivore,Herbivore,2,NA,NA,NA,"Edney-Browne, 2018",NA
Hemiptera,Aphididae,Aphis,sedi,Aphis sedi,Aphis sedi,0,NA,Species,1978,Aphidoidea,Christchurch,Canterbury,MC,NA,Cosmopolitan,Yes,f-oligophagous,Oligophagous,herbivore,Herbivore,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Hemiptera,Aphididae,Aphis,spiraecola,Aphis spiraecola,Aphis spiraecola,0,NA,Species,1931,Aphidoidea,Hamilton,Waikato,WO,N. America,Nearctic,Yes,polyphagous,Polyphagous,herbivore,Herbivore,1.7,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Scarabaeidae,Aphodius,fimetarius,Aphodius fimetarius,Aphodius fimetarius,0,926796,Species,2001,Scarabaeoidea,Christchurch,Canterbury,MC,Europe,Palearctic,Yes,oligophagous,Oligophagous,copraphagous,Copraphagous,7.5,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Scarabaeidae,Aphodius,granarius,Aphodius granarius,Aphodius granarius,0,NA,Species,1898,Scarabaeoidea,Canterbury,Canterbury,NC,Europe,Palearctic,Yes,polyphagous,Polyphagous,omnivore,Omnivore,4.3,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Scarabaeidae,Aphodius,lividus,Aphodius lividus,Aphodius lividus,0,187483,Species,1916,Scarabaeoidea,Auckland,Auckland,AK,Australia,Australasia,Yes,oligophagous,Oligophagous,copraphagous,Copraphagous,4.6,NA,NA,NA,"Edney-Browne, 2018",NA
Hymenoptera,Aphelinidae,Aphytis,chilensis,Aphytis chilensis,Aphytis chilensis,0,NA,Species,1962,NA,NA,NA,NA,C,Cosmopolitan,Yes,f-oligophagous,Oligophagous,parasitoid,Parasitoid,0.5,NA,NA,NA,"Edney-Browne, 2018",NA
Hymenoptera,Aphelinidae,Aphytis,chrysomphali,Aphytis chrysomphali,Aphytis chrysomphali,0,NA,Species,1962,NA,NA,NA,NA,C,Cosmopolitan,Yes,f-oligophagous,Oligophagous,parasitoid,Parasitoid,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Hymenoptera,Aphelinidae,Aphytis,diaspidis,Aphytis diaspidis,Aphytis diasidis,1,NA,Species,1935,NA,NA,NA,NA,C,Cosmopolitan,Yes,monophagous,Monophagous,parasitoid,Parasitoid,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Hymenoptera,Aphelinidae,Aphytis,ignotus,Aphytis ignotus,Aphytis ignotus,0,NA,Species,1962,NA,NA,NA,NA,Australia,Australasia,No,f-oligophagous,Oligophagous,parasitoid,Parasitoid,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Hymenoptera,Aphelinidae,Aphytis,mytilaspidis,Aphytis mytilaspidis,Aphytis mytilaspidis,0,NA,Species,1935,NA,NA,NA,NA,C,Cosmopolitan,Yes,f-oligophagous,Oligophagous,parasitoid,Parasitoid,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Hemiptera,Aphididae,Aploneura,lentisci,Aploneura lentisci,Aploneura lentisci,0,NA,Species,1937,Aphidoidea,Palmerston North,Manawatu-Wanganui,WI,Meditteranean,Palearctic,No,polyphagous,Polyphagous,herbivore,Herbivore,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Coccinellidae,Apolinus,lividigaster,Apolinus lividigaster,Apolinus lividigaster,0,NA,Species,1985,Cucujoidea,Ohakune,NA,TO/RI,Australia,Australasia,No,f-oligophagous,Oligophagous,predator,Predator,3.5,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Chrysomelidae,Aporocera,melanocephala,Aporocera melanocephala,Aporocera melanocephala,0,NA,Species,1980,Chrysomeloidea,Auckland,Auckland,AK,Australia,Australasia,No,monophagous,Monophagous,herbivore,Herbivore,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Hymenoptera,Eulophidae,Aprostocetus,zosimus,Aprostocetus zosimus,Aprostocetus zosimus,0,NA,Species,1959,NA,>1 loc,NA,NA,NA,Nearctic,No,f-oligophagous,Oligophagous,parasitoid,Parasitoid,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Thysanoptera,Thripidae,Apterothrips,apteris,Apterothrips apteris,Apterothrips apteris,0,695304,Species,1945,NA,Auckland,Auckland,AK,NW & SW. America,Cosmopolitan,Yes,polyphagous,Polyphagous,herbivore,Herbivore,2,NA,NA,NA,"Edney-Browne, 2018",NA
Thysanoptera,Phlaeothripidae,Apterygothrips,australis,Apterygothrips australis,Apterygothrips australis,0,NA,Species,NA,NA,NA,NA,NA,Australia,Australasia,No,NA,NA,NA,NA,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Thysanoptera,Thripidae,Aptinothrips,rufus,Aptinothrips rufus,Aptinothrips rufus,0,695719,Species,1954,NA,Palmerston North,Manawatu-Wanganui,WI,Europe,Palearctic,Yes,f-oligophagous,Oligophagous,herbivore,Herbivore,2.5,NA,NA,NA,"Edney-Browne, 2018",NA
Thysanoptera,Thripidae,Aptinothrips,stylifer,Aptinothrips stylifer,Aptinothrips stylifer,0,695720,Species,1966,NA,NA,Canterbury,NC,Europe,Palearctic,Yes,f-oligophagous,Oligophagous,herbivore,Herbivore,2,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Anthribidae,Araecerus,palmaris,Araecerus palmaris,Araecerus palmaris,0,NA,Species,1894,Curculionoidea,Wellington,Wellington,WN,Australia,Australasia,No,polyphagous,Polyphagous,herbivore,Herbivore,4.3,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Archeocrypticidae,Archeocrypticus,topali,Archeocrypticus topali,Archeocrypticus topali,0,NA,Species,1965,NA,Hawkes Bay,Hawke's Bay,HB,S. America,Neotropic,Yes,oligophagous,Oligophagous,herbivore,Herbivore,2.9,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Cerambycidae,Arhopalus,ferus,Arhopalus ferus,Arhopalus ferus,0,NA,Species,1962,Chrysomeloidea,Auckland,Auckland,AK,"Europe, N. Africa",Palearctic,No,oligophagous,Oligophagous,herbivore,Herbivore,17.5,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Cerambycidae,Aridaeus,thoracicus,Aridaeus thoracicus,Aridaeus thoracicus,0,NA,Species,1954,Chrysomeloidea,New Plymouth,Taranaki,TK,Australia,Australasia,No,oligophagous,Oligophagous,herbivore,Herbivore,12,NA,NA,NA,"Edney-Browne, 2018",NA
Hymenoptera,Braconidae,Aridelus,rufotestaceus,Aridelus rufotestaceus,Aridelus rufotestaceus,0,NA,Species,2013,NA,Auckland,Auckland,AK,N. America & Europe,Holarctic,No,f-oligophagous,Oligophagous,parasitoid,Parasitoid,5,NA,NA,NA,"Edney-Browne, 2018",NA
Hemiptera,Lygaeidae,Arocatus,rusticus,Arocatus rusticus,Arocatus rusticus,0,NA,Species,1920,Lygaeoidea,Porirua,Wellington,WN,Australia,Australasia,No,polyphagous,Polyphagous,herbivore,Herbivore,10,NA,NA,NA,"Edney-Browne, 2018",NA
Hymenoptera,Encyrtidae,Arrhenophagoidea,coloripes,Arrhenophagoidea coloripes,Arrhenophagoidea coloripes,0,NA,Species,1962,NA,Auckland,Auckland,AK,Australia,Australasia,No,f-oligophagous,Oligophagous,parasitoid,Parasitoid,1,NA,NA,NA,"Edney-Browne, 2018",NA
Hymenoptera,Encyrtidae,Arrhenophagus,chionaspidis,Arrhenophagus chionaspidis,Arrhenophagus chionaspidis,0,NA,Species,1962,NA,NA,NA,NA,C,Cosmopolitan,Yes,f-oligophagous,Oligophagous,parasitoid,Parasitoid,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Lepidoptera,Noctuidae,Artigisa,melanephele,Artigisa melanephele,Artigisa melanephele,0,NA,Species,1926,NA,Auckland,Auckland,AK,Australia,Australasia,No,Detritus,Polyphagous,herbivore,Herbivore,40,NA,NA,NA,"Edney-Browne, 2018",NA
Lepidoptera,Zygaenidae,Artona,martini,Artona martini,Artona martini,0,NA,Species,1996,NA,Whangarei,Northland,ND,SE Asia,Oriental,No,f-oligophagous,Oligophagous,herbivore,Herbivore,22,NA,NA,NA,"Edney-Browne, 2018",NA
Hymenoptera,Pteromalidae,Asaphes,vulgaris,Asaphes vulgaris,Asaphes vulgaris,0,NA,Species,1987,NA,Clyde,Otago,CO,C,Cosmopolitan,Yes,f-oligophagous,Oligophagous,parasitoid,Parasitoid,2,NA,NA,NA,"Edney-Browne, 2018",NA
Hymenoptera,Braconidae,Asobara,persimilis,Asobara persimilis,Asobara persimilis,0,NA,Species,1941,NA,Auckland,Auckland,AK,Australia,Australasia,No,o-oligophagous,Oligophagous,parasitoid,Parasitoid,2,NA,NA,NA,"Edney-Browne, 2018",NA
Hymenoptera,Braconidae,Asobara,tabida,Asobara tabida,Asobara tabida,0,152926,Species,1996,NA,Christchurch,Canterbury,MC,NA,NA,NA,o-oligophagous,Oligophagous,parasitoid,Parasitoid,2,NA,NA,NA,"Edney-Browne, 2018",NA
Hemiptera,Diaspididae,Aspidiotus,nerii,Aspidiotus nerii,Aspidiotus nerii,0,200719,Species,1913,Coccoidea,Oamaru,Otago,DN,Europe,Palearctic,Yes,polyphagous,Polyphagous,herbivore,Herbivore,1.5,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Staphylinidae,Astenus,guttulus,Astenus guttulus,Astenus guttulus,0,NA,Species,1929,Staphylinoidea,Nelson,Nelson- Tasman,NN,Australia,Australasia,No,NA,NA,predator,Predator,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Hemiptera,Asterolecaniidae,Asterodiaspis,variolosa,Asterodiaspis variolosa,Asterodiaspis variolosa,0,NA,Species,1920,Coccoidea,NA,NA,NA,NA,Cosmopolitan,Yes,g-oligophagous,Oligophagous,herbivore,Herbivore,1.5,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Curculionidae,Asynonychus,cervinus,Asynonychus cervinus,Asynonychus cervinus,0,NA,Species,1937,Curculionoidea,Nelson,Nelson- Tasman,NN,S. America,Neotropic,No,polyphagous,Polyphagous,herbivore,Herbivore,8,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Scarabaeidae,Ataenius,brouni,Ataenius brouni,Ataenius brouni,0,NA,Species,1920,Scarabaeoidea,Albany,Auckland,AK,Tasmania & E. Australia,Australasia,No,NA,NA,saprophagous,Saprophagous,3.5,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Scarabaeidae,Ataenius,picinus,Ataenius picinus,Ataenius picinus,0,927322,Species,1939,Scarabaeoidea,Auckland,Auckland,AK,NA,Holarctic,Yes,polyphagous,Polyphagous,omnivore,Omnivore,5.4,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Staphylinidae,Atheta,amicula,Atheta amicula,Atheta amicula,0,725036,Species,1870,Staphylinoidea,Auckland,Auckland,AK,Europe,Palearctic,Yes,NA,NA,predator,Predator,2,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Staphylinidae,Atheta,luridipennis,Atheta luridipennis,Atheta luridipennis,0,NA,Species,NA,Staphylinoidea,NA,NA,NA,NA,NA,NA,NA,NA,predator,Predator,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Staphylinidae,Atheta,nigra,Atheta nigra,Atheta nigra,0,NA,Species,NA,Staphylinoidea,NA,NA,NA,NA,Palearctic,No,NA,NA,predator,Predator,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Staphylinidae,Atheta,trinotata,Atheta trinotata,Atheta trinotata,0,NA,Species,1942,Staphylinoidea,Invercagill,Southland,SL,NA,Palearctic,No,NA,NA,predator,Predator,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Staphylinidae,Atheta,zealandica,Atheta zealandica,Atheta zealandica,0,NA,Species,1911,Staphylinoidea,Methven,Canterbury,MC,"W.Europe, Portugal",Palearctic,No,NA,NA,predator,Predator,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Lepidoptera,Noctuidae,Athetis,NA,Athetis tenuis,NA,NA,NA,Species,1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fox, 1975",NA
Diptera,Ephydridae,Atissa,suturalis,Atissa suturalis,Atissa suturalis,0,NA,Species,1970,Schizophora,Tauranga,Bay of Plenty,BP,Australia,Australasia,No,NA,NA,herbivore,Herbivore,1,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Cryptophagidae,Atomaria,lewisi,Atomaria lewisi,Atomaria lewisi,0,899436,Species,1927,Cucujoidea,Whangerai,Northland,ND,Asia,Palearctic/Oriental,Yes,NA,NA,herbivore,Herbivore,1.5,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Curculionidae,Atrichonotus,sordidus,Atrichonotus sordidus,Atrichonotus sordidus,0,NA,Species,1973,Curculionoidea,Hastings,Hawke's Bay,HB,S. America,Neotropic,No,polyphagous,Polyphagous,herbivore,Herbivore,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Curculionidae,Atrichonotus,taeniatulus,Atrichonotus taeniatulus,Atrichonotus taeniatulus,0,617467,Species,1965,Curculionoidea,Napier,Nelson- Tasman,NN,S. America,Neotropic,No,oligophagous,Oligophagous,herbivore,Herbivore,6,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Desmestidae,Attagenus,pellio,Attagenus pellio,Attagenus pellio,0,728105,Species,1995,Bostrichoidea,Mid Canterbury,Canterbury,MC,Europe,Palearctic,Yes,polyphagous,Polyphagous,herbivore,Herbivore,5,NA,NA,NA,"Edney-Browne, 2018",NA
Hemiptera,Diaspididae,Aulacaspis,rosae,Aulacaspis rosae,Aulacaspis rosae,0,NA,Species,1918,Coccoidea,Motueku,Nelson- Tasman,NN,Europe,Palearctic,Yes,f-oligophagous,Oligophagous,herbivore,Herbivore,2.5,NA,NA,NA,"Edney-Browne, 2018",NA
