GENUS_SPECIES,Authority,COMMON.NAME,JP NAME,Pest Type,ORDER,SubOrder,FAMILY,Year,Intentional_Release,Host_Group,ORIGIN,Source
Bactrocera dorsalis,(Hendel),oriental fruit fly,ミカンコミバエ,Outdoor,Diptera,NA,Tephritidae,1919,NA,Fruits,Indomalaya,"Yamanaka, 2015"
Bactrocera latifrons,(Hendel),NA,ナスミバエ,Outdoor,Diptera,NA,Tephritidae,1984,NA,Fruits,Indomalaya,"Yamanaka, 2015"
Perkinsiella saccharicida,Kirkaldy,Cane leafhopper :  sugarcane leafhopper:sugarcane planthopper,クロフツノウンカ,Outdoor,Hemiptera,Auchenorrhyncha,Delphacidae,1958,NA,Leaf (トウモロコシ葉・茎),Oceania Australasia,"Yamanaka, 2015"
Lasiochiloides esakii,NA,NA,エサキトゲアシハナカメムシ,NA,Hemiptera,Prosorrhyncha,Anthocoridae,1960,NA,Insect,Indomalaya,"Yamanaka, 2015"
Orius strigiecollis,NA,NA,タイリクヒメハナカメムシ,BiolAge,Hemiptera,Prosorrhyncha,Anthocoridae,NA,NA,Insect,Palearctic (Asia) Indomalaya,"Yamanaka, 2015"
Cimex lectularius,Linnaeus,Common Bed Bug Hawaiian name: uku-lio,トコジラミ,Sanit,Hemiptera,Prosorrhyncha,Cimicidae,NA,NA,Animal,Palearctic(Europe),"Yamanaka, 2015"
Leptoglossus australis,NA,NA,アシビロヘリカメムシ,Outdoor: Greenhouse,Hemiptera,Prosorrhyncha,Coreidae,NA,NA,Leaf: Fruits (ウリ科野菜),Indomalaya,"Yamanaka, 2015"
Notobius meleagris,Fabricius,NA,ヒゲナガヘリカメムシ,Outdoor,Hemiptera,Prosorrhyncha,Coreidae,1970,NA,Leaf (竹),Indomalaya Palearctic(Asia),"Yamanaka, 2015"
Cavelerius saccharivorus,(Okajima),NA,カンシャコバネナガカメムシ,Outdoor,Hemiptera,Prosorrhyncha,Lygaeidae,1914,NA,Root (サトウキビ),Indomalaya,"Yamanaka, 2015"
Clerada apicicornis,Signoret,NA,ミナミナガカメムシ,NA,Hemiptera,Prosorrhyncha,Lygaeidae,1999,NA,Insect,Neotropic,"Yamanaka, 2015"
Fulvius anthocoroides,NA,NA,ヨツボシキノコカスミカメ,NA,Hemiptera,Prosorrhyncha,Miridae,NA,NA,Insect (貯穀害虫を捕食するらしい),NA,"Yamanaka, 2015"
Catacanthus incarnatus,NA,NA,オオアカカメムシ,Outdoor,Hemiptera,Prosorrhyncha,Pentatomidae,NA,NA,Leaf,Indomalaya,"Yamanaka, 2015"
Erthesina fullo,(Erichson),NA,キマダラカメムシ,Outdoor,Hemiptera,Prosorrhyncha,Pentatomidae,NA,NA,Leaf: Fruits (カキ),Indomalaya,"Yamanaka, 2015"
Glaucias subpunctatus,(Walker),NA,ツヤアオカメムシ,Outdoor,Hemiptera,Prosorrhyncha,Pentatomidae,1972,NA,Fruits (果物を吸汁するが球果ガ好み),Palearctic(Asia) Indomalaya,"Yamanaka, 2015"
Amphibolus venator,Klug,NA,コメグラサシガメ,NA,Hemiptera,Prosorrhyncha,Reduviidae,1999,NA,Insect,Palearctic(Europe),"Yamanaka, 2015"
Peregrinator biannulipes,(Montrouzier et Signoret),NA,ケブカサシガメ,NA,Hemiptera,Prosorrhyncha,Reduviidae,1900,NA,Insect,Australasia,"Yamanaka, 2015"
Aleurocanthus spiniferus,(Quaintance),citrus spiny whitefly,ミカントゲコナジラミ,Outdoor,Hemiptera,Sternorrhyncha,Aleyrodidae,NA,NA,Leaf (チャ): Fruits (カンキツ),Palearctic(Asia),"Yamanaka, 2015"
Aleurothrixus floccosus,(Maskell),woolly whitefly,ミカンワタコナジラミ,Outdoor,Hemiptera,Sternorrhyncha,Aleyrodidae,1997,NA,Leaf (チャ): Fruits (カンキツ),Neotropic,"Yamanaka, 2015"
Bemisia argentifolii,BellowsandPerring,NA,シルバーリーフコナジラミ,Greenhouse,Hemiptera,Sternorrhyncha,Aleyrodidae,1989,NA,Leaf,Palearctic(Asia) Nearctic,"Yamanaka, 2015"
Bemisia tabaci,(Gennadius),tobacco whitefly,タバココナジラミtypeQ,Greenhouse,Hemiptera,Sternorrhyncha,Aleyrodidae,1990,NA,Leaf,Palearctic(Asia),"Yamanaka, 2015"
Trialeurodes vaporariorum,(Westwood),Greenhouse white fly :  greenhouse whitefly:glasshouse whitefly,オンシツコナジラミ,Greenhouse,Hemiptera,Sternorrhyncha,Aleyrodidae,1974,NA,Leaf: Fruits,Palearctic(Asia) NAmerica Australasia,"Yamanaka, 2015"
Aphis gossypii,Glover,Bean plant louse :  cotton aphid:melon aphid,ワタアブラムシ,Outdoor: Greenhouse,Hemiptera,Sternorrhyncha,Aphididae,NA,NA,Leaf: Fruits (花卉・野菜・果物、イチゴなど),Palearctic(Asia),"Yamanaka, 2015"
Hysteroneura setariae,(Thomas),NA,ホモノクロアブラムシ,Outdoor,Hemiptera,Sternorrhyncha,Aphididae,1982,NA,Leaf: Fruits (サトウキビ),Nearctic,"Yamanaka, 2015"
Myzus persicae,(Sulzer),Green peach aphid :  green peach aphid:peach-potato aphid,モモアカアブラムシ,Outdoor: Greenhouse,Hemiptera,Sternorrhyncha,Aphididae,1937,NA,Leaf: Fruits (花卉・野菜・果物),Palearctic(Asia),"Yamanaka, 2015"
Ceroplastes cirripediformis,Comstock,Florida wax scale :  barnacle scale,フジツボロウムシ,Outdoor,Hemiptera,Sternorrhyncha,Coccidae,1995,NA,Leaf: Fruits (カンキツ),Nearctic Neotropic,"Yamanaka, 2015"
Ceroplastes floridensis,Comstock,NA,フロリダロウムシ,Outdoor: Greenhouse,Hemiptera,Sternorrhyncha,Coccidae,1930,NA,Leaf: Fruits (マンゴー),Neotropic,"Yamanaka, 2015"
Ceroplastes rubens,Maskell,red wax scale :  red wax scale:pink wax scale,ルビーロウムシ,Outdoor,Hemiptera,Sternorrhyncha,Coccidae,NA,NA,Leaf: Fruits (カンキツ),Palearctic(Asia) Indomalaya Australasia,"Yamanaka, 2015"
Coccus acutissimus,(Green),slender soft scale,ホソカタカイガラムシ,Outdoor: Greenhouse,Hemiptera,Sternorrhyncha,Coccidae,NA,NA,Leaf: Fruits (マンゴー),Indomalaya,"Yamanaka, 2015"
Coccus longulus,(Douglas),long brown scale:long soft scale,ナガカタカイガラムシ,Outdoor: Greenhouse,Hemiptera,Sternorrhyncha,Coccidae,1895,NA,Leaf (観葉植物): Fruits,Pantropic,"Yamanaka, 2015"
Coccus viridis,(Green),soft green scale,ミドリカタカイガラムシ,Outdoor,Hemiptera,Sternorrhyncha,Coccidae,1997,NA,Leaf: Fruits (コーヒー、カンキツ),Neotropic,"Yamanaka, 2015"
Milviscutulus mangiferae,(Green),mango soft scale,マンゴーカタカイガラムシ,Outdoor: Greenhouse,Hemiptera,Sternorrhyncha,Coccidae,1995,NA,Leaf: Fruits,Indomalaya,"Yamanaka, 2015"
Parasaissetia nigra,(Nietner),nigra scale :  nigra scale,クロカタカイガラムシ,Outdoor: Greenhouse,Hemiptera,Sternorrhyncha,Coccidae,1907,NA,Leaf: Fruits,Pantropic,"Yamanaka, 2015"
Pulvinaria psidii,Maskell,green shield scale :  green shield scale,ミドリワタカイガラムシ,Outdoor,Hemiptera,Sternorrhyncha,Coccidae,1989,NA,Leaf: Fruits,Indomalaya,"Yamanaka, 2015"
Pulvinaria urbicola,NA,NA,シマトウガラシワタカイガラムシ,Outdoor,Hemiptera,Sternorrhyncha,Coccidae,2009,NA,Leaf,Pantropic,"Yamanaka, 2015"
Saissetia coffeae,(Walker),hemispharical scale :  hemispherical scale,ハンエンカタカイガラムシ,Outdoor: Greenhouse,Hemiptera,Sternorrhyncha,Coccidae,1907,NA,Leaf: Fruits (極めて食性が広い),Afrotropic,"Yamanaka, 2015"
Saissetia miranda,(Cockerell and Parrott),NA,モモタマナカタカイガラムシ、ニセオリーブカタカイガラ,Outdoor,Hemiptera,Sternorrhyncha,Coccidae,2009,NA,Leaf (モモタマナ),Pantropic,"Yamanaka, 2015"
Saissetia oleae,(Olivier),black scale :  mediterranean black scale:brown olive scale,オリーブカタカイガラムシ,Outdoor: Greenhouse,Hemiptera,Sternorrhyncha,Coccidae,NA,NA,Leaf: Fruits,Pantropic,"Yamanaka, 2015"
Abgrallaspis cyanophylli,(Signoret),NA,シュロマルカイガラムシ,Greenhouse,Hemiptera,Sternorrhyncha,Diaspididae,1930,NA,Leaf: Fruits,Neotropic,"Yamanaka, 2015"
Andaspis hawaiiensis,(Maskell),Hawaiian scale,ハワイカキカイガラムシ,Outdoor: Greenhouse,Hemiptera,Sternorrhyncha,Diaspididae,NA,NA,Leaf: Fruits (極めて食性が広い),Pantropic,"Yamanaka, 2015"
Aonidiella aurantii,(Maskell),California red scale,アカマルカイガラムシ,Outdoor,Hemiptera,Sternorrhyncha,Diaspididae,NA,NA,Leaf: Fruits (カンキツ),Indomalaya,"Yamanaka, 2015"
Aonidiella citrina,(Coquillett),NA,キマルカイガラムシ,Outdoor,Hemiptera,Sternorrhyncha,Diaspididae,NA,NA,Leaf: Fruits (カンキツ),Indomalaya,"Yamanaka, 2015"
Aonidiella orientalis,(Newstead),NA,オスベッキーマルカイガラムシ,Outdoor: Greenhouse,Hemiptera,Sternorrhyncha,Diaspididae,1993,NA,Leaf: Fruits (パパイヤ・マンゴなど),Indomalaya,"Yamanaka, 2015"
Aspidiotus excisus,Green,NA,クサギウスマルカイガラムシ,Outdoor: Greenhouse,Hemiptera,Sternorrhyncha,Diaspididae,NA,NA,Leaf: Fruits (極めて食性が広い),Indomalaya,"Yamanaka, 2015"
Aulacaspis tubercularis,(Newstead),mango scale,マンゴーシロカイガラムシ,Outdoor: Greenhouse,Hemiptera,Sternorrhyncha,Diaspididae,1991,NA,Leaf: Fruits (マンゴー),Indomalaya,"Yamanaka, 2015"
Chrysomphalus aonidum,(Linnaeus),NA,アカホシマルカイガラムシ,Greenhouse,Hemiptera,Sternorrhyncha,Diaspididae,1930,NA,Leaf: Fruits,Palearctic(Asia) Indomalaya,"Yamanaka, 2015"
Chrysomphalus dictyospermi,(Morgan),dictyospermum scale,オンシツマルカイガラムシ,Greenhouse,Hemiptera,Sternorrhyncha,Diaspididae,1930,NA,Leaf: Fruits,Neotropic,"Yamanaka, 2015"
Diaspis boisduvalii,Signoret,orchid scale,ランシロカイガラムシ,Greenhouse,Hemiptera,Sternorrhyncha,Diaspididae,1989,NA,Leaf,Neotropic,"Yamanaka, 2015"
Diaspis bromeliae,(Kerner),pineapple scale :  pineapple scale,アナナスシロカイガラムシ,Outdoor: Greenhouse,Hemiptera,Sternorrhyncha,Diaspididae,1933,NA,Leaf: Fruits (パインアップル),Neotropic,"Yamanaka, 2015"
Fiorinia fioriniae,NA,NA,コノハカイガラムシ,Outdoor: Greenhouse,Hemiptera,Sternorrhyncha,Diaspididae,NA,NA,Leaf: Fruits (アボガド・観葉植物など多様),Indomalaya,"Yamanaka, 2015"
Genaparlatoria pseudaspidiotus,(Lindinger),vanda orchid scale,ランクロホシカイガラムシ,Outdoor: Greenhouse,Hemiptera,Sternorrhyncha,Diaspididae,1998,NA,Leaf: Fruits (マンゴー),Indomalaya,"Yamanaka, 2015"
Gymnaspis aechmeae,(Signoret),flyspeck scale,アナナスクロホシカイガラムシ,Outdoor: Greenhouse,Hemiptera,Sternorrhyncha,Diaspididae,NA,NA,Leaf: Fruits (パインアップル),Palearctic(Asia) Indomalaya,"Yamanaka, 2015"
Kuwanaspis howardi,Cooley,NA,ハワードシロナガカイガラムシ,Outdoor,Hemiptera,Sternorrhyncha,Diaspididae,NA,NA,Leaf (竹の子),Palearctic(Asia),"Yamanaka, 2015"
Lepidosaphes beckii,(Newman),NA,ミカンカキカイガラムシ,Outdoor: Greenhouse,Hemiptera,Sternorrhyncha,Diaspididae,1930,NA,Leaf: Fruits (マンゴ),Palearctic(Asia),"Yamanaka, 2015"
Lepidosaphes cupressi,Borchsenius,NA,カキノキカキカイガラムシ（広葉樹寄生型）,Outdoor,Hemiptera,Sternorrhyncha,Diaspididae,1996,NA,Leaf: Fruits (ヤマモモなど極めて広食),Palearctic(Asia),"Yamanaka, 2015"
Melanaspis bromiliae,(Leonardi),ananas scale,パイナップルクロマルカイガラムシ,Outdoor: Greenhouse,Hemiptera,Sternorrhyncha,Diaspididae,1972,NA,Leaf: Fruits (パイナップ),Neotropic,"Yamanaka, 2015"
Morganella longispina,(Morgan),plumose scale,イチジクマルカイガラムシ,Outdoor: Greenhouse,Hemiptera,Sternorrhyncha,Diaspididae,1970,NA,Leaf: Fruits (マンゴ),Palearctic(Asia),"Yamanaka, 2015"
Parlatoria ziziphi,(Lucas),"Black parlatoria scale, Citrus scale, Mediterranean scale",ヒメクロカイガラムシ,Outdoor,Hemiptera,Sternorrhyncha,Diaspididae,1907,NA,Leaf: Fruits (カンキツ・カラタチ),Indomalaya,"Yamanaka, 2015"
Pinnaspis hibisci,Takagi,NA,ハイビスカスシロカイガラムシ,Greenhouse,Hemiptera,Sternorrhyncha,Diaspididae,1970,NA,Leaf,Indomalaya,"Yamanaka, 2015"
Radiaspis indica,NA,NA,マンゴーツブカイガラムシ,Outdoor: Greenhouse,Hemiptera,Sternorrhyncha,Diaspididae,1996,NA,Leaf: Fruits (マンゴ),Indomalaya,"Yamanaka, 2015"
Thysanofiorinia nephelii,(Maskell),Locan scale,リュウガンコノハカイガラムシ,Greenhouse,Hemiptera,Sternorrhyncha,Diaspididae,1970,NA,Leaf: Fruits (リュウガン),Palearctic(Asia) Indomalaya Palearctic(Europe) Afrotropic,"Yamanaka, 2015"
Unaspis yanonensis,(Kuwana),NA,ヤノネカイガラムシ,Outdoor: Greenhouse,Hemiptera,Sternorrhyncha,Diaspididae,1981,NA,Leaf: Fruits (カンキツ),Indomalaya,"Yamanaka, 2015"
Icerya aegyptiaca,(Douglas),Egyptian cottony cushion scale,エジプトワタフキカイガラムシ,Outdoor,Hemiptera,Sternorrhyncha,Margarodidae,1939,NA,Leaf (オオバギ、シマグワ),Indomalaya Afrotropic,"Yamanaka, 2015"
Icerya purchasi,(Maskell),Cottony cushion scale :  cottony-cushion scale:fluted scale,イセリアカイガラムシ,Outdoor,Hemiptera,Sternorrhyncha,Margarodidae,1916,NA,Leaf: Fruits (カンキツ),Australasia,"Yamanaka, 2015"
Icerya seychellarum,(Westwood),NA,キイロワタフキカイガラムシ,Outdoor,Hemiptera,Sternorrhyncha,Margarodidae,1928,NA,Leaf: Fruits (ソテツ・ツバキ),Palearctic(Asia) Indomalaya,"Yamanaka, 2015"
Antonina graminis,(maskell),Rhodesgrass scale :  Rhodes grass mealybug,チガヤシロオカイガラムシ,Outdoor,Hemiptera,Sternorrhyncha,Pseudococcidae,1928,NA,Leaf (シバ),Palearctic(Asia) Palearctic(Europe) Afrotropic,"Yamanaka, 2015"
Dysmicoccus brevipes,(Cockerell),pineapple mealybug :  pineapple mealybug,パイナップルコナカイガラムシ,Outdoor: Greenhouse,Hemiptera,Sternorrhyncha,Pseudococcidae,1927,NA,Leaf: Fruits (パインアップル、極めて広食),Nearctic Neotropic,"Yamanaka, 2015"
Dysmicoccus neobrevipes,NA,gray pineapple mealybug,バナナコナカイガラムシ,Outdoor: Greenhouse,Hemiptera,Sternorrhyncha,Pseudococcidae,2008,NA,Leaf: Fruits (パインアップル、極めて広食),Neotropic Pantropic,"Yamanaka, 2015"
Ferrisia virgata,(Cockerell),striped mealybug: Privet Leafhopper,フタスジコナカイガラムシ,Outdoor: Greenhouse,Hemiptera,Sternorrhyncha,Pseudococcidae,1970,NA,Leaf: Fruits (極めて広食),Neotropic,"Yamanaka, 2015"
Maconellicoccus hirsutus,(Green),Egyptian hibiscus mealybug :  Hibiscus mealybug,ワタコナカイガラムシ,Greenhouse,Hemiptera,Sternorrhyncha,Pseudococcidae,1970,NA,Leaf: Fruits (極めて広食),Indomalaya,"Yamanaka, 2015"
Nipaecoccus viridis,(Newstead),lebbeck mealybug :  NA,タマコナカイガラムシ,Outdoor,Hemiptera,Sternorrhyncha,Pseudococcidae,NA,NA,Leaf (柑橘）,Palearctic(Asia) Indomalaya,"Yamanaka, 2015"
Phenacoccus defectus,NA,NA,ニセナスコナカイガラムシ,Greenhouse,Hemiptera,Sternorrhyncha,Pseudococcidae,2007,NA,Leaf: Fruits (ピーマン・ミニトマトなど),Nearctic Neotropic,"Yamanaka, 2015"
Phenacoccus madeirensis,Green,Mexican mealybug :  Madeira mealybug,マディラコナカイガラムシ,Greenhouse,Hemiptera,Sternorrhyncha,Pseudococcidae,1993,NA,Leaf (野菜花卉類),Pantropic,"Yamanaka, 2015"
Phenacoccus parva,NA,NA,ヒメナスコナカイガラムシ,Greenhouse,Hemiptera,Sternorrhyncha,Pseudococcidae,2011,NA,Leaf: Fruits (ピーマン・ナスなど),NA,"Yamanaka, 2015"
Phenacoccus solenopsis,NA,NA,クロテンコナカイガラムシ,Greenhouse,Hemiptera,Sternorrhyncha,Pseudococcidae,2009,NA,Leaf: Fruits (ピーマン・ミニトマトなど),Nearctic Neotropic,"Yamanaka, 2015"
Planococcus citri,(Risso),Citrus mealybug :  citrus mealybug,ミカンコナカイガラムシ,Greenhouse,Hemiptera,Sternorrhyncha,Pseudococcidae,1951,NA,Leaf (主に観葉植物),Japan Cosmopolitan,"Yamanaka, 2015"
Heterophylla cubana,Crawford,Leucaena psyllid,ギンネムキジラミ,Outdoor,Hemiptera,Sternorrhyncha,Psyllidae,1986,NA,Leaf (ギンネム),Nearctic,"Yamanaka, 2015"
Microceropsylla nigra,(Crowford),NA,マンゴーキジラミ,Outdoor: Greenhouse,Hemiptera,Sternorrhyncha,Psyllidae,1986,NA,Leaf (マンゴー),Indomalaya,"Yamanaka, 2015"
Rhacognathus corniger,NA,NA,ラデンキンカメムシ,Outdoor,Hemiptera,NA,Pentatomidae,2006,NA,Leaf,NA,"Yamanaka, 2015"
Aphytis yanonensis,DeBach and Rosen,NA,ヤノネキイロコバチ,BiolAge,Hymenoptera,NA,Aphelinidae,1983,I,Insect,Palearctic(Asia),"Yamanaka, 2015"
Coccobius fulvus,(Morrill),NA,ヤノネツヤコバチ,BiolAge,Hymenoptera,NA,Aphelinidae,1983,I,Insect,Palearctic(Asia),"Yamanaka, 2015"
Apanteles erionotae,NA,NA,Apanteleserionotae,BiolAge,Hymenoptera,NA,Braconidae,1975,I,Insect,Indomalaya,"Yamanaka, 2015"
Biosteres longicaudatus,Ashmead,NA,Biostereslongicaudatus,BiolAge,Hymenoptera,NA,Braconidae,1954,I,Insect,Oceania Palearctic(Asia) Indomalaya Australasia,"Yamanaka, 2015"
Biosteres oophilus oophilus,(Fullaway),NA,Biosteresoophilusoophilus,BiolAge,Hymenoptera,NA,Braconidae,1959,I,Insect,Oceania Indomalaya,"Yamanaka, 2015"
Phyttalia (Opius) fletcheri,NA,NA,ウリミバエコマユバチ,BiolAge,Hymenoptera,NA,Braconidae,1932,I,Insect,Palearctic(Asia) Indomalaya,"Yamanaka, 2015"
Aprostocetus formosanus,(Timberlake),NA,ウンカタマゴヤドリコバチ,NA,Hymenoptera,NA,Chalcididae,1969,NA,Insect,Indomalaya,"Yamanaka, 2015"
Ooencyrtus erionotae,Ferrire,NA,タマゴトビコバチの一種,BiolAge,Hymenoptera,NA,Encyrtidae,1975,I,Insect,Oceania Indomalaya,"Yamanaka, 2015"
Quadrastichus erythrinae,Kim,NA,デイゴヒメコバチ,NA,Hymenoptera,NA,Eulophidae,NA,NA,Leaf(樹木ゴール),Afrotropic,"Yamanaka, 2015"
Tamarixia radiata,NA,NA,ミカンキジラミヒメコバチ,BiolAge,Hymenoptera,NA,Eulophidae,1999,I,Insect,Indomalaya,"Yamanaka, 2015"
Anoplolepis gracilipes,Smith,Long-legged ant,アシナガキアリ,NA,Hymenoptera,NA,Formicidae,1972,NA,Insect: Seeds: DryA,Afrotropic Indomalaya,"Yamanaka, 2015"
Cardiocondyla kagutsuchi,Terayama,syn(C. nuda),ハダカアリ,NA,Hymenoptera,NA,Formicidae,NA,NA,Insect: Seeds: DryA,Palearctic(Asia),"Yamanaka, 2015"
Cardiocondyla minutior,NA,NA,ヒメハダカアリ,NA,Hymenoptera,NA,Formicidae,NA,NA,Insect: Seeds: DryA,Indomalaya,"Yamanaka, 2015"
Cardiocondyla obscurior,Wheeler,NA,キイロハダカアリ,NA,Hymenoptera,NA,Formicidae,1976,NA,Insect: Seeds: DryA,Indomalaya,"Yamanaka, 2015"
Cardiocondyla wroughtonii,(Forel),NA,ウスキイロハダカアリ,NA,Hymenoptera,NA,Formicidae,1992,NA,Insect: Seeds: DryA,Indomalaya Australasia,"Yamanaka, 2015"
Cerapachys biroi,Forel,NA,クビレハリアリ,NA,Hymenoptera,NA,Formicidae,NA,NA,Insect: Seeds: DryA,Indomalaya,"Yamanaka, 2015"
Hypoponera bondroiti,(Forel),NA,トビニセハリアリ,NA,Hymenoptera,NA,Formicidae,NA,NA,Insect: Seeds: DryA,Pantropic,"Yamanaka, 2015"
Hypoponera zwaluwenburgi,(Wheeler),NA,マルフシニセハリアリ,NA,Hymenoptera,NA,Formicidae,NA,NA,Insect: Seeds: DryA,unknown,"Yamanaka, 2015"
Lasius japonicus,Santschi,syn (Lasius niger),トビイロケアリ,NA,Hymenoptera,NA,Formicidae,1986,NA,Insect: Seeds: DryA,Palearctic(Asia),"Yamanaka, 2015"
Lasius sakagamii,Yamauchi et Hayashida,NA,カワラケアリ,NA,Hymenoptera,NA,Formicidae,1986,NA,Insect: Seeds: DryA,Palearctic(Asia),"Yamanaka, 2015"
Monomorium chinense,NA,NA,クロヒメアリ,NA,Hymenoptera,NA,Formicidae,NA,NA,Insect: Seeds: DryA,Indomalaya Palearctic(Asia),"Yamanaka, 2015"
Monomorium destructor,(Jerdon),Singapore ant,ミゾヒメアリ,NA,Hymenoptera,NA,Formicidae,NA,NA,Insect: Seeds: DryA,Afrotropic Indomalaya,"Yamanaka, 2015"
Monomorium floricola,(Jerdon),NA,フタイロヒメアリ,NA,Hymenoptera,NA,Formicidae,NA,NA,Insect: Seeds: DryA,Indomalaya,"Yamanaka, 2015"
Monomorium latinode,Mayr,NA,シワヒメアリ,NA,Hymenoptera,NA,Formicidae,NA,NA,Insect: Seeds: DryA,Indomalaya,"Yamanaka, 2015"
Monomorium pharaonis,Linnaeus,Pharaoh's ant,イエヒメアリ,NA,Hymenoptera,NA,Formicidae,NA,NA,Insect: Seeds: DryA,Afrotropic,"Yamanaka, 2015"
Myrmica kotokui,Collingwood,NA,シワクシケアリ,NA,Hymenoptera,NA,Formicidae,1990,NA,Insect: Seeds: DryA,Palearctic(Asia),"Yamanaka, 2015"
Ochetellus glaber,(Mayr),NA,ルリアリ,NA,Hymenoptera,NA,Formicidae,NA,NA,Insect: Seeds: DryA,Indomalaya,"Yamanaka, 2015"
Paratrechina longicornis,(Latreille),crazy ant,ヒゲナガアメイロアリ,NA,Hymenoptera,NA,Formicidae,NA,NA,Insect: Seeds: DryA,Indomalaya,"Yamanaka, 2015"
Pheidole fervens,NA,NA,ミナミオオズアリ,NA,Hymenoptera,NA,Formicidae,NA,NA,Insect: Seeds: DryA,NA,"Yamanaka, 2015"
Pheidole megacephala,(Fabricius),NA,ツヤオオズアリ,NA,Hymenoptera,NA,Formicidae,1934,NA,Insect: Seeds: DryA,Afrotropic,"Yamanaka, 2015"
Pheidole parva,NA,NA,ブギオオズアリ,NA,Hymenoptera,NA,Formicidae,NA,NA,Insect: Seeds: DryA,Indomalaya,"Yamanaka, 2015"
Pheidologeton diversus,(Jerdon),NA,ヨコヅナアリ,NA,Hymenoptera,NA,Formicidae,NA,NA,Insect: Seeds: DryA,Pantropic,"Yamanaka, 2015"
Pyramica membranifera,(Emery),syn (Trichoscapa membranifera),トカラウロコアリ,NA,Hymenoptera,NA,Formicidae,NA,NA,Insect: Seeds: DryA,Afrotropic,"Yamanaka, 2015"
Solenopsis geminata,(Fabricius),Fire ant,アカカミアリ,Sanit,Hymenoptera,NA,Formicidae,1967,NA,Insect: Seeds: DryA,Neotropic,"Yamanaka, 2015"
Strumigenys emmae,(Emery),syn (Quadristruma emmae),ヨフシウロコアリ,NA,Hymenoptera,NA,Formicidae,NA,NA,Insect: Seeds: DryA,Oceania,"Yamanaka, 2015"
Tapinoma melanocephalum,(Fabricius),NA,アワテコヌカアリ,NA,Hymenoptera,NA,Formicidae,NA,NA,Insect: Seeds: DryA,Indomalaya,"Yamanaka, 2015"
Tetramorium bicarinatum,Nylander,NA,オオシワアリ,NA,Hymenoptera,NA,Formicidae,NA,NA,Insect: Seeds: DryA,Indomalaya,"Yamanaka, 2015"
Tetramorium lanuginosum,Mayr,NA,イカリゲシワアリ,NA,Hymenoptera,NA,Formicidae,NA,NA,Insect: Seeds: DryA,Indomalaya,"Yamanaka, 2015"
Tetramorium simillimum,(F. Smith),NA,サザナミシワアリ,NA,Hymenoptera,NA,Formicidae,NA,NA,Insect: Seeds: DryA,Palearctic(Europe),"Yamanaka, 2015"
Eumicrosoma blissae,NA,NA,カンシャコバネカメムシタマゴバチ,NA,Hymenoptera,NA,Scelionidae,1914,NA,Insect,Palearctic(Asia)  Indomalaya,"Yamanaka, 2015"
Scelio hierogliphii,Timberlake,NA,バッタタマゴヤドリバチ,BiolAge,Hymenoptera,NA,Scelionidae,1974,I,Insect,Indomalaya,"Yamanaka, 2015"
Incisitermes immigrans,(Snyder),NA,ハワイシロアリ,Wood: Sanit,Isoptera,NA,Kalotermitidae,1998,NA,Wood,Neotropic Oceania,"Yamanaka, 2015"
Incisitermes minor,(Hagen),western drywood termite :  Western drywood termite,アメリカカンザイシロアリ,Wood: Sanit,Isoptera,NA,Kalotermitidae,2002,NA,Wood,Pantropic,"Yamanaka, 2015"
Coptotermes formosanus,Shiraki,Soil-nesting termite :  Formosan subterranean termite,イエシロアリ,Wood: Sanit,Isoptera,NA,Rhinotermitidae,1955,NA,Wood,Indomalaya,"Yamanaka, 2015"
Euploea mulciber,(Cramer),NA,ツマムラサキマダラ,Outdoor,Lepidoptera,NA,Danaidae,1992,NA,Leaf,Indomalaya,"Yamanaka, 2015"
Pectinophora gossypiella,(Saunders),cotton boll-worm :  pink bollworm,ワタアカミムシガ,Outdoor,Lepidoptera,NA,Gelechiidae,NA,NA,Leaf,Australasia Indomalaya,"Yamanaka, 2015"
Phthorimaea operculella,(Zeller),tobacco splitworm :  potato tuberworm:potato tubermoth,ジャガイモキバガ,Outdoor,Lepidoptera,NA,Gelechiidae,1967,NA,Leaf,Palearctic(Asia) Neotropic,"Yamanaka, 2015"
Sitotroga cerealella,(Olivier),Angoumois grain moth :  Angoumois grain moth:grain moth,バクガ,Stored,Lepidoptera,NA,Gelechiidae,NA,NA,Seeds,Pantropic,"Yamanaka, 2015"
Conopomorpha litchiella,(Bradley),NA,レイシホソガ,Outdoor: Greenhouse,Lepidoptera,NA,Gracillariidae,1989,NA,Fruits,Indomalaya,"Yamanaka, 2015"
Conopomorpha sinensis,Bradley,NA,レイシシロズホソガ,Outdoor: Greenhouse,Lepidoptera,NA,Gracillariidae,1990,NA,Fruits,Indomalaya,"Yamanaka, 2015"
Borbo cinnara,NA,NA,ユウレイセセリ,Outdoor,Lepidoptera,NA,Hesperiidae,NA,NA,Leaf,Indomalaya Australasia,"Yamanaka, 2015"
Erionota torus,Evans,NA,バナナセセリ,Outdoor,Lepidoptera,NA,Hesperiidae,1971,NA,Leaf,Indomalaya,"Yamanaka, 2015"
Suastus gremius,(Fabricius),NA,クロボシセセリ,Outdoor,Lepidoptera,NA,Hesperiidae,1973,NA,Leaf,Indomalaya,"Yamanaka, 2015"
Darna pallivitta,(Moore),NA,ハスオビイラガ,Outdoor,Lepidoptera,NA,Limacodidae,1995,NA,Leaf,Indomalaya,"Yamanaka, 2015"
